variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.5750,0.4250,0.0081
observed_only_behavior_clone,nominal,1,600,0.5917,0.4083,0.0056
observed_only_behavior_clone,nominal,2,600,0.5983,0.4017,0.0036
observed_only_behavior_clone,nominal,3,600,0.5867,0.4133,0.0057
observed_only_behavior_clone,nominal,4,600,0.5717,0.4283,0.0235
observed_only_behavior_clone,nominal,5,600,0.6283,0.3717,0.0395
observed_only_behavior_clone,nominal,6,600,0.5867,0.4133,0.0086
observed_only_behavior_clone,hidden_mode_shift,0,600,0.4150,0.5850,0.0116
observed_only_behavior_clone,hidden_mode_shift,1,600,0.4233,0.5767,0.0170
observed_only_behavior_clone,hidden_mode_shift,2,600,0.4383,0.5617,0.0161
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4000,0.6000,0.0126
observed_only_behavior_clone,hidden_mode_shift,4,600,0.3900,0.6100,0.0254
observed_only_behavior_clone,hidden_mode_shift,5,600,0.4050,0.5950,0.0041
observed_only_behavior_clone,hidden_mode_shift,6,600,0.3800,0.6200,0.0355
observed_only_behavior_clone,embodiment_shift,0,600,0.4150,0.5850,0.0210
observed_only_behavior_clone,embodiment_shift,1,600,0.4483,0.5517,0.0094
observed_only_behavior_clone,embodiment_shift,2,600,0.4683,0.5317,0.0135
observed_only_behavior_clone,embodiment_shift,3,600,0.4433,0.5567,0.0019
observed_only_behavior_clone,embodiment_shift,4,600,0.4567,0.5433,0.0086
observed_only_behavior_clone,embodiment_shift,5,600,0.4117,0.5883,0.0301
observed_only_behavior_clone,embodiment_shift,6,600,0.4333,0.5667,0.0148
observed_only_behavior_clone,combined_stress,0,600,0.3567,0.6433,0.0383
observed_only_behavior_clone,combined_stress,1,600,0.3400,0.6600,0.0186
observed_only_behavior_clone,combined_stress,2,600,0.3350,0.6650,0.0022
observed_only_behavior_clone,combined_stress,3,600,0.3483,0.6517,0.0207
observed_only_behavior_clone,combined_stress,4,600,0.3133,0.6867,0.0171
observed_only_behavior_clone,combined_stress,5,600,0.3033,0.6967,0.0208
observed_only_behavior_clone,combined_stress,6,600,0.3383,0.6617,0.0078
data_augmentation_wam,nominal,0,600,0.6483,0.3517,0.0060
data_augmentation_wam,nominal,1,600,0.6533,0.3467,0.0015
data_augmentation_wam,nominal,2,600,0.6333,0.3667,0.0163
data_augmentation_wam,nominal,3,600,0.6450,0.3550,0.0014
data_augmentation_wam,nominal,4,600,0.6433,0.3567,0.0002
data_augmentation_wam,nominal,5,600,0.6600,0.3400,0.0187
data_augmentation_wam,nominal,6,600,0.6533,0.3467,0.0097
data_augmentation_wam,hidden_mode_shift,0,600,0.4450,0.5550,0.0470
data_augmentation_wam,hidden_mode_shift,1,600,0.5117,0.4883,0.0102
data_augmentation_wam,hidden_mode_shift,2,600,0.5083,0.4917,0.0090
data_augmentation_wam,hidden_mode_shift,3,600,0.5133,0.4867,0.0173
data_augmentation_wam,hidden_mode_shift,4,600,0.5067,0.4933,0.0134
data_augmentation_wam,hidden_mode_shift,5,600,0.5083,0.4917,0.0173
data_augmentation_wam,hidden_mode_shift,6,600,0.5083,0.4917,0.0150
data_augmentation_wam,embodiment_shift,0,600,0.5283,0.4717,0.0089
data_augmentation_wam,embodiment_shift,1,600,0.5317,0.4683,0.0028
data_augmentation_wam,embodiment_shift,2,600,0.4900,0.5100,0.0367
data_augmentation_wam,embodiment_shift,3,600,0.5217,0.4783,0.0018
data_augmentation_wam,embodiment_shift,4,600,0.5133,0.4867,0.0073
data_augmentation_wam,embodiment_shift,5,600,0.5417,0.4583,0.0233
data_augmentation_wam,embodiment_shift,6,600,0.5233,0.4767,0.0026
data_augmentation_wam,combined_stress,0,600,0.4183,0.5817,0.0027
data_augmentation_wam,combined_stress,1,600,0.4400,0.5600,0.0095
data_augmentation_wam,combined_stress,2,600,0.4150,0.5850,0.0133
data_augmentation_wam,combined_stress,3,600,0.4183,0.5817,0.0067
data_augmentation_wam,combined_stress,4,600,0.4350,0.5650,0.0127
data_augmentation_wam,combined_stress,5,600,0.4150,0.5850,0.0050
data_augmentation_wam,combined_stress,6,600,0.4117,0.5883,0.0107
scalar_uncertainty_planner,nominal,0,600,0.6683,0.3317,0.0093
scalar_uncertainty_planner,nominal,1,600,0.6767,0.3233,0.0114
scalar_uncertainty_planner,nominal,2,600,0.6900,0.3100,0.0126
scalar_uncertainty_planner,nominal,3,600,0.6767,0.3233,0.0118
scalar_uncertainty_planner,nominal,4,600,0.6950,0.3050,0.0176
scalar_uncertainty_planner,nominal,5,600,0.6983,0.3017,0.0149
scalar_uncertainty_planner,nominal,6,600,0.7133,0.2867,0.0215
scalar_uncertainty_planner,hidden_mode_shift,0,600,0.5583,0.4417,0.0022
