ablation,task,regime,split,seed,episodes,success,success_probability,contact_mode_f1,boundary_error,unsafe_impulse,jam_rate,slip_overshoot,intervention_cost,data_efficiency_proxy
minus_impulse_budget_guard,drawer_opening,stick_slip_transition,combined_stress,0,84,0.5238,0.518,0.5938,0.2693,0.0743,0.1017,0.0798,0.1936,0.559
minus_impulse_budget_guard,drawer_opening,stick_slip_transition,combined_stress,1,84,0.5238,0.5218,0.5926,0.2689,0.0707,0.1006,0.0725,0.1936,0.5581
minus_impulse_budget_guard,drawer_opening,stick_slip_transition,combined_stress,2,84,0.5357,0.5178,0.5917,0.2705,0.0782,0.0983,0.0761,0.1936,0.5535
minus_impulse_budget_guard,drawer_opening,stick_slip_transition,combined_stress,3,84,0.5714,0.5204,0.5954,0.2565,0.0773,0.0883,0.0758,0.1936,0.5628
minus_impulse_budget_guard,drawer_opening,stick_slip_transition,combined_stress,4,84,0.5,0.5111,0.5917,0.2665,0.0719,0.0948,0.0777,0.1936,0.5799
minus_impulse_budget_guard,drawer_opening,stick_slip_transition,combined_stress,5,84,0.5238,0.5207,0.5808,0.2607,0.08,0.0924,0.0742,0.1936,0.5632
minus_impulse_budget_guard,drawer_opening,stick_slip_transition,combined_stress,6,84,0.4881,0.5192,0.5854,0.264,0.0718,0.0883,0.0737,0.1936,0.5643
minus_impulse_budget_guard,drawer_opening,unilateral_lift_off,combined_stress,0,84,0.5714,0.5101,0.6033,0.2587,0.0716,0.0903,0.0644,0.1908,0.5739
minus_impulse_budget_guard,drawer_opening,unilateral_lift_off,combined_stress,1,84,0.4881,0.5197,0.5834,0.2485,0.0768,0.0891,0.062,0.1908,0.5667
minus_impulse_budget_guard,drawer_opening,unilateral_lift_off,combined_stress,2,84,0.5476,0.5286,0.5949,0.2572,0.0864,0.0816,0.0661,0.1908,0.5649
minus_impulse_budget_guard,drawer_opening,unilateral_lift_off,combined_stress,3,84,0.631,0.5258,0.5786,0.252,0.0796,0.0847,0.061,0.1908,0.5621
minus_impulse_budget_guard,drawer_opening,unilateral_lift_off,combined_stress,4,84,0.5119,0.5118,0.5755,0.2637,0.0765,0.0933,0.0674,0.1908,0.574
minus_impulse_budget_guard,drawer_opening,unilateral_lift_off,combined_stress,5,84,0.5,0.5173,0.5702,0.2448,0.0735,0.084,0.0602,0.1908,0.5539
minus_impulse_budget_guard,drawer_opening,unilateral_lift_off,combined_stress,6,84,0.5119,0.521,0.5903,0.2466,0.0753,0.0898,0.0615,0.1908,0.5485
minus_impulse_budget_guard,drawer_opening,contact_jamming,combined_stress,0,84,0.5476,0.5049,0.5822,0.2498,0.083,0.1173,0.0644,0.1964,0.5674
minus_impulse_budget_guard,drawer_opening,contact_jamming,combined_stress,1,84,0.5,0.4902,0.5696,0.2642,0.0831,0.1133,0.062,0.1964,0.542
minus_impulse_budget_guard,drawer_opening,contact_jamming,combined_stress,2,84,0.4524,0.4887,0.5786,0.2515,0.0907,0.1177,0.0688,0.1964,0.5667
minus_impulse_budget_guard,drawer_opening,contact_jamming,combined_stress,3,84,0.4524,0.5063,0.5772,0.263,0.0871,0.1149,0.0644,0.1964,0.5782
minus_impulse_budget_guard,drawer_opening,contact_jamming,combined_stress,4,84,0.4524,0.509,0.5727,0.2523,0.0871,0.1113,0.0615,0.1964,0.5673
minus_impulse_budget_guard,drawer_opening,contact_jamming,combined_stress,5,84,0.4643,0.4943,0.6091,0.2549,0.0855,0.106,0.069,0.1964,0.5416
minus_impulse_budget_guard,drawer_opening,contact_jamming,combined_stress,6,84,0.5238,0.495,0.5786,0.2569,0.0872,0.1123,0.0637,0.1964,0.5722
minus_impulse_budget_guard,drawer_opening,release_snap,combined_stress,0,84,0.5595,0.505,0.5965,0.2754,0.1065,0.0961,0.0688,0.1959,0.5602
minus_impulse_budget_guard,drawer_opening,release_snap,combined_stress,1,84,0.5714,0.5154,0.5896,0.2657,0.092,0.0906,0.0633,0.1959,0.56
minus_impulse_budget_guard,drawer_opening,release_snap,combined_stress,2,84,0.5119,0.5147,0.5805,0.2682,0.0983,0.0979,0.0659,0.1959,0.5708
minus_impulse_budget_guard,drawer_opening,release_snap,combined_stress,3,84,0.5357,0.4999,0.5953,0.253,0.1053,0.1032,0.0641,0.1959,0.5594
minus_impulse_budget_guard,drawer_opening,release_snap,combined_stress,4,84,0.4881,0.5101,0.585,0.2599,0.1035,0.0996,0.0541,0.1959,0.5595
minus_impulse_budget_guard,drawer_opening,release_snap,combined_stress,5,84,0.6071,0.5197,0.5867,0.261,0.1018,0.0995,0.0642,0.1959,0.5659
minus_impulse_budget_guard,drawer_opening,release_snap,combined_stress,6,84,0.4405,0.5071,0.5836,0.2642,0.0952,0.0988,0.0602,0.1959,0.5722
minus_impulse_budget_guard,drawer_opening,combined_contact_shock,combined_stress,0,84,0.5119,0.4679,0.5684,0.2778,0.1113,0.1155,0.0807,0.1982,0.5498
minus_impulse_budget_guard,drawer_opening,combined_contact_shock,combined_stress,1,84,0.4524,0.4614,0.5859,0.2738,0.1149,0.1148,0.0713,0.1982,0.5616
minus_impulse_budget_guard,drawer_opening,combined_contact_shock,combined_stress,2,84,0.4048,0.4683,0.5775,0.274,0.105,0.1184,0.0614,0.1982,0.5774
minus_impulse_budget_guard,drawer_opening,combined_contact_shock,combined_stress,3,84,0.4762,0.4857,0.5933,0.2755,0.1127,0.1136,0.0687,0.1982,0.5665
minus_impulse_budget_guard,drawer_opening,combined_contact_shock,combined_stress,4,84,0.5238,0.4866,0.5837,0.2818,0.1052,0.1134,0.0744,0.1982,0.5458
minus_impulse_budget_guard,drawer_opening,combined_contact_shock,combined_stress,5,84,0.4881,0.4694,0.6093,0.2843,0.1061,0.114,0.0722,0.1982,0.5594
minus_impulse_budget_guard,drawer_opening,combined_contact_shock,combined_stress,6,84,0.4167,0.4752,0.6114,0.2648,0.1066,0.1136,0.0675,0.1982,0.5568
minus_impulse_budget_guard,cable_routing,nominal_contact,combined_stress,0,84,0.4524,0.5383,0.6058,0.2332,0.0363,0.084,0.0603,0.1807,0.553
minus_impulse_budget_guard,cable_routing,nominal_contact,combined_stress,1,84,0.5119,0.534,0.5718,0.2424,0.0357,0.0861,0.0514,0.1807,0.5607
minus_impulse_budget_guard,cable_routing,nominal_contact,combined_stress,2,84,0.6548,0.5386,0.588,0.2441,0.0358,0.0779,0.0538,0.1807,0.5732
minus_impulse_budget_guard,cable_routing,nominal_contact,combined_stress,3,84,0.4405,0.5312,0.5839,0.2406,0.0401,0.0772,0.0579,0.1807,0.5491
minus_impulse_budget_guard,cable_routing,nominal_contact,combined_stress,4,84,0.4881,0.5374,0.5852,0.2328,0.0338,0.0707,0.0605,0.1807,0.56
minus_impulse_budget_guard,cable_routing,nominal_contact,combined_stress,5,84,0.5714,0.5336,0.5972,0.2342,0.0429,0.0821,0.0575,0.1807,0.5651
minus_impulse_budget_guard,cable_routing,nominal_contact,combined_stress,6,84,0.6071,0.5336,0.5962,0.2334,0.041,0.0786,0.0595,0.1807,0.5569
minus_impulse_budget_guard,cable_routing,impact_onset,combined_stress,0,84,0.5357,0.4902,0.5873,0.264,0.0949,0.113,0.0645,0.195,0.5571
minus_impulse_budget_guard,cable_routing,impact_onset,combined_stress,1,84,0.5,0.4951,0.5913,0.2637,0.0951,0.1084,0.0536,0.195,0.5679
minus_impulse_budget_guard,cable_routing,impact_onset,combined_stress,2,84,0.4286,0.496,0.5759,0.2591,0.0993,0.1071,0.0538,0.195,0.5616
minus_impulse_budget_guard,cable_routing,impact_onset,combined_stress,3,84,0.5,0.5057,0.5892,0.2565,0.0913,0.1005,0.0566,0.195,0.5543
minus_impulse_budget_guard,cable_routing,impact_onset,combined_stress,4,84,0.6071,0.4951,0.566,0.2744,0.087,0.1056,0.0479,0.195,0.5498
minus_impulse_budget_guard,cable_routing,impact_onset,combined_stress,5,84,0.5833,0.4921,0.6017,0.2649,0.087,0.1023,0.0615,0.195,0.5602
minus_impulse_budget_guard,cable_routing,impact_onset,combined_stress,6,84,0.4643,0.489,0.6018,0.2638,0.0922,0.1033,0.0541,0.195,0.5708
minus_impulse_budget_guard,cable_routing,stick_slip_transition,combined_stress,0,84,0.3929,0.4934,0.5746,0.2655,0.0693,0.0916,0.0826,0.1936,0.5652
minus_impulse_budget_guard,cable_routing,stick_slip_transition,combined_stress,1,84,0.5,0.5016,0.606,0.2649,0.0704,0.1068,0.0749,0.1936,0.5648
minus_impulse_budget_guard,cable_routing,stick_slip_transition,combined_stress,2,84,0.4048,0.4991,0.5861,0.2675,0.0698,0.1003,0.0787,0.1936,0.5606
minus_impulse_budget_guard,cable_routing,stick_slip_transition,combined_stress,3,84,0.5119,0.4851,0.5811,0.2614,0.0626,0.1,0.0824,0.1936,0.5677
minus_impulse_budget_guard,cable_routing,stick_slip_transition,combined_stress,4,84,0.4762,0.4882,0.6121,0.2588,0.0717,0.0908,0.0769,0.1936,0.5616
minus_impulse_budget_guard,cable_routing,stick_slip_transition,combined_stress,5,84,0.4762,0.4914,0.598,0.2693,0.0685,0.1005,0.0857,0.1936,0.5622
minus_impulse_budget_guard,cable_routing,stick_slip_transition,combined_stress,6,84,0.4881,0.4912,0.5998,0.2631,0.0703,0.0971,0.0795,0.1936,0.5649
minus_impulse_budget_guard,cable_routing,unilateral_lift_off,combined_stress,0,84,0.5119,0.5153,0.5942,0.2419,0.0715,0.0949,0.0531,0.1908,0.5338
minus_impulse_budget_guard,cable_routing,unilateral_lift_off,combined_stress,1,84,0.4881,0.501,0.6001,0.259,0.0712,0.0966,0.06,0.1908,0.5677
minus_impulse_budget_guard,cable_routing,unilateral_lift_off,combined_stress,2,84,0.5357,0.5066,0.5997,0.2623,0.0657,0.0968,0.0684,0.1908,0.557
minus_impulse_budget_guard,cable_routing,unilateral_lift_off,combined_stress,3,84,0.4643,0.5261,0.5759,0.2548,0.0635,0.0964,0.0585,0.1908,0.5728
minus_impulse_budget_guard,cable_routing,unilateral_lift_off,combined_stress,4,84,0.5119,0.5034,0.592,0.2555,0.0739,0.0907,0.0554,0.1908,0.57
minus_impulse_budget_guard,cable_routing,unilateral_lift_off,combined_stress,5,84,0.5714,0.506,0.5803,0.2435,0.0676,0.0855,0.0582,0.1908,0.5688
minus_impulse_budget_guard,cable_routing,unilateral_lift_off,combined_stress,6,84,0.5238,0.5083,0.5858,0.2575,0.0673,0.0901,0.0675,0.1908,0.5529
minus_impulse_budget_guard,cable_routing,contact_jamming,combined_stress,0,84,0.5,0.4816,0.5955,0.2755,0.082,0.1209,0.0688,0.1964,0.5782
minus_impulse_budget_guard,cable_routing,contact_jamming,combined_stress,1,84,0.5119,0.4879,0.5885,0.2531,0.0823,0.1164,0.0612,0.1964,0.5631
minus_impulse_budget_guard,cable_routing,contact_jamming,combined_stress,2,84,0.4881,0.4959,0.5922,0.2527,0.0783,0.114,0.0763,0.1964,0.5573
minus_impulse_budget_guard,cable_routing,contact_jamming,combined_stress,3,84,0.5952,0.4745,0.59,0.2545,0.0811,0.1099,0.0644,0.1964,0.5645
minus_impulse_budget_guard,cable_routing,contact_jamming,combined_stress,4,84,0.5476,0.4894,0.5998,0.2489,0.0836,0.1117,0.0634,0.1964,0.5551
minus_impulse_budget_guard,cable_routing,contact_jamming,combined_stress,5,84,0.4286,0.4776,0.5874,0.2576,0.0831,0.1134,0.0684,0.1964,0.5624
minus_impulse_budget_guard,cable_routing,contact_jamming,combined_stress,6,84,0.5357,0.482,0.5977,0.2602,0.0846,0.1074,0.0621,0.1964,0.5503
minus_impulse_budget_guard,cable_routing,release_snap,combined_stress,0,84,0.4881,0.4842,0.605,0.2617,0.087,0.0957,0.0599,0.1959,0.5606
minus_impulse_budget_guard,cable_routing,release_snap,combined_stress,1,84,0.5,0.4904,0.6017,0.2676,0.0895,0.105,0.0676,0.1959,0.5643
minus_impulse_budget_guard,cable_routing,release_snap,combined_stress,2,84,0.5714,0.4975,0.5841,0.2599,0.0879,0.0997,0.0676,0.1959,0.5707
minus_impulse_budget_guard,cable_routing,release_snap,combined_stress,3,84,0.4643,0.4934,0.5963,0.2668,0.0864,0.1004,0.0626,0.1959,0.5542
minus_impulse_budget_guard,cable_routing,release_snap,combined_stress,4,84,0.5,0.4756,0.6105,0.2589,0.0839,0.0964,0.0685,0.1959,0.5629
minus_impulse_budget_guard,cable_routing,release_snap,combined_stress,5,84,0.5952,0.4971,0.5854,0.2731,0.0961,0.1071,0.0713,0.1959,0.57
minus_impulse_budget_guard,cable_routing,release_snap,combined_stress,6,84,0.619,0.4965,0.5763,0.2638,0.0918,0.0912,0.0654,0.1959,0.5607
minus_impulse_budget_guard,cable_routing,combined_contact_shock,combined_stress,0,84,0.369,0.4553,0.5955,0.2585,0.1011,0.1248,0.0702,0.1982,0.572
minus_impulse_budget_guard,cable_routing,combined_contact_shock,combined_stress,1,84,0.5,0.4707,0.5817,0.2755,0.095,0.1193,0.0858,0.1982,0.5562
minus_impulse_budget_guard,cable_routing,combined_contact_shock,combined_stress,2,84,0.4524,0.4674,0.5645,0.2757,0.0975,0.117,0.0824,0.1982,0.5682
minus_impulse_budget_guard,cable_routing,combined_contact_shock,combined_stress,3,84,0.4881,0.4564,0.5864,0.2676,0.0979,0.1166,0.0783,0.1982,0.5642
minus_impulse_budget_guard,cable_routing,combined_contact_shock,combined_stress,4,84,0.4167,0.4544,0.5843,0.2774,0.0961,0.1222,0.0825,0.1982,0.5484
minus_impulse_budget_guard,cable_routing,combined_contact_shock,combined_stress,5,84,0.4762,0.4545,0.5751,0.2866,0.0973,0.1214,0.0686,0.1982,0.5676
minus_impulse_budget_guard,cable_routing,combined_contact_shock,combined_stress,6,84,0.4405,0.4797,0.6065,0.275,0.0971,0.115,0.0829,0.1982,0.5626
minus_impulse_budget_guard,tool_levering,nominal_contact,combined_stress,0,84,0.5119,0.5369,0.5885,0.2436,0.0481,0.0819,0.0571,0.1807,0.5655
minus_impulse_budget_guard,tool_levering,nominal_contact,combined_stress,1,84,0.5833,0.5199,0.5848,0.2399,0.0519,0.0887,0.0531,0.1807,0.549
minus_impulse_budget_guard,tool_levering,nominal_contact,combined_stress,2,84,0.5357,0.5311,0.583,0.2335,0.0471,0.083,0.0528,0.1807,0.5541
minus_impulse_budget_guard,tool_levering,nominal_contact,combined_stress,3,84,0.5833,0.5422,0.5889,0.2278,0.0439,0.0886,0.0568,0.1807,0.5652
minus_impulse_budget_guard,tool_levering,nominal_contact,combined_stress,4,84,0.5119,0.5354,0.5774,0.2449,0.0446,0.0766,0.0521,0.1807,0.5697
minus_impulse_budget_guard,tool_levering,nominal_contact,combined_stress,5,84,0.5595,0.5379,0.5767,0.2392,0.0502,0.0803,0.0536,0.1807,0.5659
minus_impulse_budget_guard,tool_levering,nominal_contact,combined_stress,6,84,0.5595,0.5344,0.5811,0.2402,0.0451,0.076,0.0541,0.1807,0.5514
minus_impulse_budget_guard,tool_levering,impact_onset,combined_stress,0,84,0.4286,0.4841,0.5864,0.2901,0.1316,0.0979,0.0513,0.195,0.5652
minus_impulse_budget_guard,tool_levering,impact_onset,combined_stress,1,84,0.4762,0.4787,0.5814,0.2767,0.1309,0.1076,0.0644,0.195,0.5531
minus_impulse_budget_guard,tool_levering,impact_onset,combined_stress,2,84,0.4762,0.4826,0.5867,0.2752,0.1348,0.1022,0.0494,0.195,0.5698
minus_impulse_budget_guard,tool_levering,impact_onset,combined_stress,3,84,0.5357,0.4901,0.59,0.2699,0.1369,0.1022,0.0569,0.195,0.5533
minus_impulse_budget_guard,tool_levering,impact_onset,combined_stress,4,84,0.4524,0.4684,0.5777,0.2841,0.1273,0.1037,0.0568,0.195,0.5871
minus_impulse_budget_guard,tool_levering,impact_onset,combined_stress,5,84,0.4405,0.4776,0.5945,0.287,0.1324,0.0888,0.0615,0.195,0.5614
minus_impulse_budget_guard,tool_levering,impact_onset,combined_stress,6,84,0.4524,0.4749,0.5893,0.2701,0.1286,0.1128,0.048,0.195,0.5529
minus_impulse_budget_guard,tool_levering,stick_slip_transition,combined_stress,0,84,0.5119,0.49,0.5676,0.2658,0.0831,0.0988,0.0725,0.1936,0.5621
minus_impulse_budget_guard,tool_levering,stick_slip_transition,combined_stress,1,84,0.5238,0.5151,0.596,0.2617,0.0828,0.0931,0.0717,0.1936,0.563
minus_impulse_budget_guard,tool_levering,stick_slip_transition,combined_stress,2,84,0.5119,0.4966,0.566,0.2773,0.0913,0.0977,0.0632,0.1936,0.5698
minus_impulse_budget_guard,tool_levering,stick_slip_transition,combined_stress,3,84,0.4524,0.4949,0.5746,0.2602,0.0839,0.0927,0.067,0.1936,0.5528
minus_impulse_budget_guard,tool_levering,stick_slip_transition,combined_stress,4,84,0.5,0.5036,0.5879,0.258,0.0834,0.0937,0.0707,0.1936,0.5683
minus_impulse_budget_guard,tool_levering,stick_slip_transition,combined_stress,5,84,0.5238,0.5025,0.5978,0.2588,0.0916,0.0883,0.0696,0.1936,0.5487
minus_impulse_budget_guard,tool_levering,stick_slip_transition,combined_stress,6,84,0.4881,0.4978,0.5959,0.2576,0.0802,0.0931,0.0664,0.1936,0.5728
minus_impulse_budget_guard,tool_levering,unilateral_lift_off,combined_stress,0,84,0.4643,0.4896,0.5739,0.2551,0.0905,0.0915,0.0574,0.1908,0.5634
minus_impulse_budget_guard,tool_levering,unilateral_lift_off,combined_stress,1,84,0.4762,0.5025,0.5982,0.2532,0.0962,0.085,0.0628,0.1908,0.5585
minus_impulse_budget_guard,tool_levering,unilateral_lift_off,combined_stress,2,84,0.5357,0.5078,0.5759,0.2642,0.0867,0.0918,0.0485,0.1908,0.5596
minus_impulse_budget_guard,tool_levering,unilateral_lift_off,combined_stress,3,84,0.5476,0.4982,0.5837,0.2562,0.0958,0.0861,0.0625,0.1908,0.5575
minus_impulse_budget_guard,tool_levering,unilateral_lift_off,combined_stress,4,84,0.5833,0.5059,0.5865,0.2576,0.0895,0.0901,0.0514,0.1908,0.5658
minus_impulse_budget_guard,tool_levering,unilateral_lift_off,combined_stress,5,84,0.5357,0.4984,0.5796,0.2627,0.0806,0.092,0.055,0.1908,0.5755
minus_impulse_budget_guard,tool_levering,unilateral_lift_off,combined_stress,6,84,0.5238,0.5047,0.5689,0.2636,0.0916,0.087,0.0572,0.1908,0.5619
minus_impulse_budget_guard,tool_levering,contact_jamming,combined_stress,0,84,0.4167,0.4863,0.5963,0.2583,0.0994,0.1189,0.0601,0.1964,0.5665
minus_impulse_budget_guard,tool_levering,contact_jamming,combined_stress,1,84,0.4881,0.4832,0.5756,0.262,0.1031,0.1095,0.059,0.1964,0.5517
minus_impulse_budget_guard,tool_levering,contact_jamming,combined_stress,2,84,0.4286,0.4756,0.5956,0.2682,0.1014,0.1239,0.0653,0.1964,0.5593
minus_impulse_budget_guard,tool_levering,contact_jamming,combined_stress,3,84,0.4643,0.4856,0.5758,0.2579,0.1029,0.1131,0.0604,0.1964,0.552
minus_impulse_budget_guard,tool_levering,contact_jamming,combined_stress,4,84,0.5238,0.4691,0.5964,0.2619,0.0963,0.106,0.0501,0.1964,0.5702
minus_impulse_budget_guard,tool_levering,contact_jamming,combined_stress,5,84,0.3929,0.477,0.5682,0.2543,0.1049,0.1049,0.0532,0.1964,0.5713
minus_impulse_budget_guard,tool_levering,contact_jamming,combined_stress,6,84,0.5119,0.4836,0.5833,0.2655,0.0972,0.1046,0.0604,0.1964,0.5606
minus_impulse_budget_guard,tool_levering,release_snap,combined_stress,0,84,0.4762,0.4691,0.5898,0.2735,0.1281,0.1021,0.0625,0.1959,0.5642
minus_impulse_budget_guard,tool_levering,release_snap,combined_stress,1,84,0.5119,0.4736,0.613,0.277,0.125,0.0949,0.0552,0.1959,0.5603
minus_impulse_budget_guard,tool_levering,release_snap,combined_stress,2,84,0.4762,0.4614,0.5778,0.2755,0.1222,0.098,0.0644,0.1959,0.5559
minus_impulse_budget_guard,tool_levering,release_snap,combined_stress,3,84,0.6429,0.4644,0.5851,0.2753,0.1304,0.1003,0.0713,0.1959,0.5656
minus_impulse_budget_guard,tool_levering,release_snap,combined_stress,4,84,0.4524,0.4743,0.5843,0.2743,0.1283,0.0934,0.0562,0.1959,0.5565
minus_impulse_budget_guard,tool_levering,release_snap,combined_stress,5,84,0.4762,0.4764,0.5908,0.2652,0.1246,0.1054,0.0599,0.1959,0.5475
minus_impulse_budget_guard,tool_levering,release_snap,combined_stress,6,84,0.4048,0.4689,0.5772,0.2726,0.1272,0.0934,0.0591,0.1959,0.5655
minus_impulse_budget_guard,tool_levering,combined_contact_shock,combined_stress,0,84,0.4286,0.4342,0.5805,0.2903,0.1375,0.1118,0.0786,0.1982,0.571
minus_impulse_budget_guard,tool_levering,combined_contact_shock,combined_stress,1,84,0.3929,0.4372,0.5805,0.2986,0.1379,0.1185,0.0703,0.1982,0.569
minus_impulse_budget_guard,tool_levering,combined_contact_shock,combined_stress,2,84,0.4762,0.4443,0.5774,0.2932,0.1344,0.1146,0.0753,0.1982,0.5588
minus_impulse_budget_guard,tool_levering,combined_contact_shock,combined_stress,3,84,0.4167,0.4454,0.5756,0.2877,0.139,0.1158,0.0674,0.1982,0.5694
minus_impulse_budget_guard,tool_levering,combined_contact_shock,combined_stress,4,84,0.5357,0.4426,0.5957,0.2869,0.1358,0.1106,0.0675,0.1982,0.5563
minus_impulse_budget_guard,tool_levering,combined_contact_shock,combined_stress,5,84,0.4881,0.4431,0.587,0.2868,0.1342,0.12,0.0702,0.1982,0.5595
minus_impulse_budget_guard,tool_levering,combined_contact_shock,combined_stress,6,84,0.4286,0.4347,0.5903,0.2878,0.1351,0.1093,0.0641,0.1982,0.5571
minus_impulse_budget_guard,mobile_pushing,nominal_contact,combined_stress,0,84,0.4524,0.553,0.5896,0.2223,0.0405,0.0778,0.0647,0.1807,0.5705
minus_impulse_budget_guard,mobile_pushing,nominal_contact,combined_stress,1,84,0.5595,0.5357,0.5947,0.2361,0.0464,0.0968,0.0532,0.1807,0.555
minus_impulse_budget_guard,mobile_pushing,nominal_contact,combined_stress,2,84,0.4881,0.5451,0.5751,0.2409,0.0455,0.0847,0.0535,0.1807,0.5739
minus_impulse_budget_guard,mobile_pushing,nominal_contact,combined_stress,3,84,0.5833,0.5523,0.5893,0.241,0.0424,0.0859,0.055,0.1807,0.5697
minus_impulse_budget_guard,mobile_pushing,nominal_contact,combined_stress,4,84,0.4881,0.5555,0.5839,0.2279,0.0514,0.0807,0.0572,0.1807,0.5575
minus_impulse_budget_guard,mobile_pushing,nominal_contact,combined_stress,5,84,0.5833,0.5515,0.594,0.245,0.0448,0.0815,0.0568,0.1807,0.5728
minus_impulse_budget_guard,mobile_pushing,nominal_contact,combined_stress,6,84,0.631,0.5475,0.5944,0.226,0.042,0.0862,0.0532,0.1807,0.5676
minus_impulse_budget_guard,mobile_pushing,impact_onset,combined_stress,0,84,0.5357,0.5173,0.5917,0.2677,0.1131,0.0945,0.0608,0.195,0.5617
minus_impulse_budget_guard,mobile_pushing,impact_onset,combined_stress,1,84,0.4762,0.5128,0.5962,0.2472,0.1038,0.0946,0.0604,0.195,0.5658
minus_impulse_budget_guard,mobile_pushing,impact_onset,combined_stress,2,84,0.4762,0.4813,0.5734,0.2693,0.1065,0.0878,0.0572,0.195,0.5666
minus_impulse_budget_guard,mobile_pushing,impact_onset,combined_stress,3,84,0.4762,0.5003,0.6001,0.2648,0.1101,0.0995,0.0624,0.195,0.5564
minus_impulse_budget_guard,mobile_pushing,impact_onset,combined_stress,4,84,0.4762,0.5177,0.5946,0.2683,0.1101,0.0916,0.0588,0.195,0.5533
minus_impulse_budget_guard,mobile_pushing,impact_onset,combined_stress,5,84,0.5595,0.5018,0.5765,0.2676,0.1078,0.0955,0.0613,0.195,0.5605
minus_impulse_budget_guard,mobile_pushing,impact_onset,combined_stress,6,84,0.5,0.5007,0.5994,0.267,0.1075,0.0963,0.0491,0.195,0.5568
minus_impulse_budget_guard,mobile_pushing,stick_slip_transition,combined_stress,0,84,0.4167,0.5094,0.5661,0.2822,0.074,0.096,0.086,0.1936,0.5627
minus_impulse_budget_guard,mobile_pushing,stick_slip_transition,combined_stress,1,84,0.369,0.5008,0.6044,0.2713,0.0818,0.0831,0.0915,0.1936,0.5666
minus_impulse_budget_guard,mobile_pushing,stick_slip_transition,combined_stress,2,84,0.5,0.5091,0.5996,0.2701,0.0693,0.0888,0.0884,0.1936,0.5695
minus_impulse_budget_guard,mobile_pushing,stick_slip_transition,combined_stress,3,84,0.5238,0.5135,0.589,0.268,0.0773,0.092,0.0858,0.1936,0.5629
minus_impulse_budget_guard,mobile_pushing,stick_slip_transition,combined_stress,4,84,0.4881,0.4888,0.5926,0.282,0.0813,0.0886,0.0899,0.1936,0.5714
minus_impulse_budget_guard,mobile_pushing,stick_slip_transition,combined_stress,5,84,0.4405,0.5077,0.5936,0.2646,0.0774,0.091,0.0923,0.1936,0.5641
minus_impulse_budget_guard,mobile_pushing,stick_slip_transition,combined_stress,6,84,0.5,0.4964,0.6005,0.2729,0.0747,0.0966,0.0853,0.1936,0.5639
minus_impulse_budget_guard,mobile_pushing,unilateral_lift_off,combined_stress,0,84,0.4405,0.4979,0.5826,0.2622,0.0769,0.0861,0.0616,0.1908,0.5664
minus_impulse_budget_guard,mobile_pushing,unilateral_lift_off,combined_stress,1,84,0.631,0.5125,0.5838,0.249,0.0846,0.0848,0.0612,0.1908,0.5521
minus_impulse_budget_guard,mobile_pushing,unilateral_lift_off,combined_stress,2,84,0.5952,0.5122,0.5932,0.2458,0.0769,0.0914,0.0648,0.1908,0.5632
minus_impulse_budget_guard,mobile_pushing,unilateral_lift_off,combined_stress,3,84,0.5119,0.5121,0.5943,0.2578,0.0766,0.0969,0.0737,0.1908,0.564
minus_impulse_budget_guard,mobile_pushing,unilateral_lift_off,combined_stress,4,84,0.4643,0.521,0.6016,0.2444,0.0713,0.0885,0.0683,0.1908,0.5505
minus_impulse_budget_guard,mobile_pushing,unilateral_lift_off,combined_stress,5,84,0.5357,0.508,0.5854,0.2546,0.0784,0.0842,0.0632,0.1908,0.5852
minus_impulse_budget_guard,mobile_pushing,unilateral_lift_off,combined_stress,6,84,0.4643,0.5144,0.5633,0.2594,0.0757,0.0791,0.0615,0.1908,0.5561
minus_impulse_budget_guard,mobile_pushing,contact_jamming,combined_stress,0,84,0.4524,0.5061,0.578,0.2572,0.0925,0.1005,0.0629,0.1964,0.5667
minus_impulse_budget_guard,mobile_pushing,contact_jamming,combined_stress,1,84,0.5357,0.51,0.5962,0.2558,0.0868,0.0923,0.0664,0.1964,0.5754
minus_impulse_budget_guard,mobile_pushing,contact_jamming,combined_stress,2,84,0.5119,0.4974,0.5839,0.2639,0.0874,0.1142,0.0697,0.1964,0.5753
minus_impulse_budget_guard,mobile_pushing,contact_jamming,combined_stress,3,84,0.5238,0.5022,0.5853,0.2537,0.0854,0.1041,0.0642,0.1964,0.5768
minus_impulse_budget_guard,mobile_pushing,contact_jamming,combined_stress,4,84,0.631,0.5029,0.5896,0.2626,0.088,0.1005,0.0726,0.1964,0.564
minus_impulse_budget_guard,mobile_pushing,contact_jamming,combined_stress,5,84,0.4286,0.4954,0.5917,0.2538,0.0826,0.1005,0.0613,0.1964,0.5636
minus_impulse_budget_guard,mobile_pushing,contact_jamming,combined_stress,6,84,0.5238,0.4974,0.5841,0.2575,0.0848,0.0971,0.0709,0.1964,0.5728
minus_impulse_budget_guard,mobile_pushing,release_snap,combined_stress,0,84,0.4881,0.5129,0.5853,0.2682,0.1039,0.1031,0.064,0.1959,0.5637
minus_impulse_budget_guard,mobile_pushing,release_snap,combined_stress,1,84,0.5,0.5056,0.5801,0.2769,0.1071,0.0959,0.057,0.1959,0.5641
minus_impulse_budget_guard,mobile_pushing,release_snap,combined_stress,2,84,0.4643,0.5241,0.5866,0.2561,0.1024,0.0781,0.0661,0.1959,0.5644
