ablation,task,regime,split,seed,episodes,interpretation,success,success_probability,utility,contact_mode_f1,boundary_error,complementarity_residual,impulse_violation,unsafe_impulse,jam_rate,slip_overshoot,mode_switch_latency,recovery_success,energy_spike,calibration_ece,intervention_cost,fixed_risk_coverage,regret_to_oracle
full_contact_mode_boundary_audit_v5,peg_insertion,stick_slip_transition,heldout_mixed_non_smooth_stress,8,6,all components,1.0,0.678361,1.0,0.578489,0.164371,0.037106,0.04397,0.010651,0.027497,0.032081,0.02781,0.590984,0.013138,0.022852,0.189833,0.646745,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,stick_slip_transition,heldout_mixed_non_smooth_stress,9,6,all components,0.5,0.667102,0.583563,0.577115,0.174625,0.041241,0.045548,0.009627,0.027844,0.036843,0.030921,0.591026,0.010333,0.030751,0.189767,0.646486,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,0,6,all components,0.833333,0.680734,0.921094,0.581451,0.172093,0.040533,0.039838,0.006555,0.026555,0.024637,0.025938,0.581161,0.010679,0.027282,0.186701,0.64746,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,1,6,all components,0.5,0.69081,0.587051,0.565107,0.169201,0.039036,0.043708,0.012468,0.027471,0.023526,0.023506,0.592958,0.007061,0.026263,0.187676,0.647278,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,2,6,all components,1.0,0.677538,1.0,0.574587,0.160127,0.047079,0.045487,0.012847,0.028544,0.022552,0.019899,0.5931,0.00351,0.020816,0.183238,0.6472,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,3,6,all components,0.333333,0.681987,0.422894,0.572562,0.163766,0.032929,0.036416,0.00804,0.022588,0.027553,0.034197,0.606453,0.010998,0.034006,0.18545,0.648918,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,4,6,all components,0.833333,0.699543,0.919609,0.580991,0.169157,0.044516,0.050691,0.013544,0.022097,0.027696,0.029202,0.582962,0.005108,0.035426,0.179129,0.646721,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,5,6,all components,0.833333,0.684594,0.920625,0.574602,0.177869,0.040028,0.046757,0.001619,0.020683,0.024639,0.024303,0.594884,0.013764,0.035585,0.190976,0.649611,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,6,6,all components,0.833333,0.68254,0.918254,0.560456,0.172773,0.04135,0.051543,0.007262,0.028658,0.020656,0.030028,0.589405,0.016369,0.028174,0.188179,0.647957,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,7,6,all components,0.333333,0.676691,0.420378,0.578579,0.165634,0.032667,0.043121,0.013537,0.030276,0.026301,0.034541,0.587174,0.010114,0.03031,0.190183,0.646268,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,8,6,all components,0.666667,0.700062,0.752343,0.572592,0.17758,0.03781,0.044336,0.012739,0.027674,0.02888,0.024663,0.58898,0.012189,0.031489,0.187972,0.64655,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,9,6,all components,0.833333,0.683161,0.920616,0.566981,0.168885,0.033383,0.045827,0.008763,0.028134,0.02101,0.024623,0.5914,0.008367,0.039159,0.184658,0.647875,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,0,6,all components,0.833333,0.663087,0.917343,0.563004,0.164688,0.044383,0.047757,0.013228,0.036324,0.027141,0.024135,0.585266,0.012364,0.028833,0.186578,0.645528,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,1,6,all components,0.333333,0.656438,0.418723,0.567405,0.168341,0.039616,0.046716,0.011359,0.029338,0.027069,0.028083,0.587637,0.008641,0.028055,0.185291,0.646655,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,2,6,all components,0.666667,0.663435,0.75187,0.575522,0.163502,0.046352,0.045156,0.012862,0.026092,0.027823,0.033189,0.581863,0.010472,0.029191,0.186827,0.646347,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,3,6,all components,0.5,0.663651,0.583603,0.571749,0.175876,0.042316,0.040502,0.017292,0.035737,0.030814,0.025966,0.580484,0.006494,0.03116,0.188709,0.644396,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,4,6,all components,0.666667,0.669724,0.751068,0.573278,0.174833,0.048602,0.047364,0.011212,0.040371,0.021635,0.020413,0.590939,0.011474,0.031778,0.184452,0.646207,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,5,6,all components,0.833333,0.661578,0.91916,0.572355,0.170056,0.04829,0.045916,0.009879,0.033519,0.022266,0.022046,0.595835,0.007533,0.026897,0.19234,0.647335,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,6,6,all components,0.833333,0.67848,0.91748,0.573638,0.16923,0.047273,0.041359,0.017204,0.031637,0.02607,0.030646,0.581894,0.012203,0.030096,0.185779,0.645284,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,7,6,all components,0.833333,0.677497,0.917475,0.569625,0.176577,0.049334,0.047264,0.011479,0.035536,0.02478,0.023207,0.595235,0.00992,0.030389,0.18824,0.646656,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,8,6,all components,0.5,0.673443,0.585454,0.574623,0.163427,0.045913,0.044387,0.01329,0.033687,0.023033,0.026475,0.587592,0.013648,0.02805,0.190116,0.646251,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,9,6,all components,0.666667,0.661967,0.750007,0.571741,0.171813,0.051722,0.050407,0.018768,0.035976,0.020299,0.027995,0.593491,0.013605,0.032068,0.182664,0.645773,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,0,6,all components,0.833333,0.684427,0.921374,0.568961,0.179038,0.056656,0.050763,0.006204,0.033819,0.023516,0.022512,0.596398,0.007084,0.029866,0.188359,0.64779,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,1,6,all components,0.5,0.677283,0.589504,0.576558,0.178087,0.045235,0.046516,0.005786,0.026369,0.029482,0.025473,0.593948,0.011824,0.032628,0.187539,0.647974,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,2,6,all components,0.666667,0.681739,0.754835,0.568058,0.176446,0.045193,0.053683,0.020164,0.02488,0.0207,0.023894,0.593423,0.009573,0.030434,0.179541,0.646637,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,3,6,all components,0.666667,0.687653,0.753947,0.563505,0.1748,0.055539,0.047637,0.013161,0.027562,0.022317,0.029059,0.590383,0.010301,0.030565,0.187388,0.647107,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,4,6,all components,0.833333,0.691917,0.923701,0.579856,0.182693,0.044262,0.045608,0.008237,0.030619,0.027479,0.019967,0.595862,0.003897,0.027952,0.182072,0.647456,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,5,6,all components,0.666667,0.694756,0.754196,0.572392,0.18067,0.046067,0.051641,0.01247,0.02409,0.027924,0.019924,0.582636,0.010072,0.038896,0.184778,0.646645,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,6,6,all components,0.833333,0.697303,0.921905,0.573715,0.171209,0.048861,0.055156,0.02228,0.021354,0.025262,0.022356,0.596742,0.007312,0.034756,0.180255,0.646506,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,7,6,all components,0.666667,0.676884,0.75475,0.568126,0.172002,0.048865,0.05138,0.016338,0.03437,0.027086,0.022735,0.598326,0.011846,0.026507,0.183291,0.646045,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,8,6,all components,0.833333,0.685871,0.921075,0.578513,0.181156,0.052533,0.055212,0.010095,0.026587,0.024478,0.023766,0.590613,0.018414,0.02552,0.186866,0.647506,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,9,6,all components,0.5,0.684391,0.589213,0.580009,0.171919,0.051347,0.051748,0.010655,0.028631,0.034374,0.016419,0.593804,0.009601,0.031025,0.184157,0.646617,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,0,6,all components,0.833333,0.670538,0.918753,0.579206,0.184269,0.045527,0.046907,0.007413,0.033558,0.029464,0.029282,0.598668,0.010497,0.032956,0.183461,0.647295,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,1,6,all components,0.666667,0.662979,0.753856,0.576394,0.179591,0.04365,0.03731,0.009016,0.029682,0.024283,0.021758,0.592803,0.013926,0.027215,0.183628,0.647505,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,2,6,all components,0.666667,0.678851,0.752691,0.564815,0.168639,0.038816,0.044787,0.01428,0.033242,0.030829,0.022706,0.590873,0.005548,0.030456,0.182091,0.64572,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,3,6,all components,0.5,0.676583,0.585973,0.566102,0.17274,0.045573,0.056122,0.012064,0.031263,0.02777,0.015176,0.602686,0.000632,0.029591,0.188072,0.647204,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,4,6,all components,0.5,0.66669,0.586906,0.565608,0.1677,0.026996,0.051154,0.016383,0.02767,0.027184,0.026827,0.598863,0.005135,0.03147,0.189357,0.646733,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,5,6,all components,0.833333,0.681624,0.918517,0.566608,0.175725,0.04431,0.045873,0.016264,0.030028,0.027924,0.025726,0.597353,0.010056,0.026106,0.186927,0.646365,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,6,6,all components,0.333333,0.673497,0.420403,0.574018,0.175041,0.040251,0.045523,0.013772,0.028276,0.034224,0.018096,0.599309,0.011617,0.021033,0.180617,0.646527,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,7,6,all components,0.666667,0.683098,0.751986,0.585545,0.169244,0.046805,0.052736,0.016018,0.034956,0.029377,0.022598,0.592909,0.01391,0.030225,0.190374,0.645526,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,8,6,all components,0.666667,0.669147,0.750524,0.569177,0.17536,0.041815,0.043879,0.012049,0.036108,0.031867,0.032469,0.586997,0.018359,0.029543,0.188321,0.645452,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,9,6,all components,0.833333,0.677967,0.920072,0.580168,0.177473,0.041622,0.046023,0.011712,0.033146,0.022068,0.027251,0.594149,0.0072,0.026705,0.186205,0.647012,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,0,6,all components,0.833333,0.686625,0.91935,0.566241,0.174467,0.044694,0.039916,0.010972,0.030546,0.028516,0.022534,0.606206,0.000331,0.036973,0.188683,0.647591,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,1,6,all components,0.666667,0.676809,0.751931,0.579783,0.170376,0.041351,0.050507,0.01923,0.023502,0.026481,0.029802,0.597487,0.014018,0.026674,0.188517,0.646696,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,2,6,all components,0.666667,0.671188,0.750107,0.572859,0.169338,0.043118,0.046643,0.01647,0.030411,0.03186,0.03424,0.58504,0.012324,0.028047,0.190272,0.645242,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,3,6,all components,0.666667,0.676353,0.754011,0.577947,0.160059,0.042113,0.049483,0.004706,0.024332,0.020036,0.023606,0.584053,0.013788,0.02801,0.189095,0.648501,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,4,6,all components,0.5,0.664568,0.585275,0.577869,0.16857,0.042917,0.053701,0.013376,0.030778,0.026407,0.025147,0.591972,0.011001,0.022444,0.187428,0.646522,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,5,6,all components,0.666667,0.680163,0.752006,0.575195,0.167,0.037185,0.044436,0.014048,0.027462,0.031039,0.023199,0.587772,0.016561,0.032646,0.190307,0.64613,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,6,6,all components,0.666667,0.658242,0.750739,0.568472,0.172465,0.044637,0.044179,0.017018,0.032164,0.035074,0.024257,0.596728,0.006797,0.031042,0.188438,0.645429,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,7,6,all components,0.666667,0.668699,0.750291,0.567108,0.166806,0.041858,0.047115,0.013788,0.027447,0.037902,0.022838,0.581757,0.013131,0.033567,0.187612,0.64526,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,8,6,all components,1.0,0.688814,1.0,0.575958,0.166896,0.046158,0.044639,0.010109,0.027456,0.032753,0.018717,0.582408,0.008756,0.025525,0.186733,0.646262,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,friction_cone_inversion,heldout_mixed_non_smooth_stress,9,6,all components,0.833333,0.654807,0.916718,0.573795,0.169091,0.04698,0.043767,0.01775,0.025902,0.035606,0.023316,0.578974,0.012089,0.032391,0.192276,0.644837,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,0,6,all components,0.833333,0.686275,0.923566,0.574369,0.182528,0.04659,0.052151,0.014768,0.030691,0.021803,0.025886,0.59523,0.012694,0.030178,0.17687,0.646885,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,1,6,all components,1.0,0.676465,1.0,0.571904,0.175877,0.044961,0.044634,0.016,0.024932,0.021468,0.031447,0.583238,0.005689,0.029068,0.18204,0.646584,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,2,6,all components,0.5,0.685247,0.589501,0.564361,0.180157,0.038907,0.045726,0.014861,0.03322,0.030849,0.031023,0.588496,0.007421,0.028849,0.183663,0.645491,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,3,6,all components,0.666667,0.695588,0.755208,0.573427,0.187161,0.046686,0.049668,0.020227,0.0298,0.024687,0.031999,0.586832,0.001855,0.033161,0.185416,0.645421,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,4,6,all components,0.833333,0.677012,0.923752,0.583469,0.18047,0.042059,0.052784,0.018254,0.024489,0.029771,0.02062,0.583209,0.006496,0.034004,0.183405,0.645624,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,5,6,all components,0.833333,0.687786,0.92189,0.566734,0.178263,0.053625,0.054178,0.01799,0.028706,0.025179,0.029786,0.595637,0.010277,0.031316,0.18263,0.646355,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,6,6,all components,0.5,0.694677,0.589637,0.575106,0.178949,0.049734,0.05595,0.015917,0.026184,0.021731,0.033691,0.593533,0.008205,0.029035,0.185443,0.647067,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,7,6,all components,0.833333,0.677677,0.922532,0.575111,0.177538,0.046333,0.054942,0.013092,0.030838,0.033684,0.026023,0.58666,0.006562,0.034233,0.18493,0.645657,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,8,6,all components,0.5,0.686477,0.588874,0.565893,0.182539,0.042554,0.050614,0.018049,0.02991,0.027276,0.029305,0.591168,0.010639,0.029517,0.183244,0.64579,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,actuator_backlash,heldout_mixed_non_smooth_stress,9,6,all components,0.666667,0.683307,0.757059,0.569918,0.18243,0.039907,0.0425,0.017918,0.03069,0.023823,0.026939,0.592483,0.009574,0.031495,0.185658,0.646086,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,0,6,all components,0.666667,0.670396,0.754718,0.569665,0.181263,0.052507,0.054893,0.021254,0.043526,0.027289,0.02454,0.587772,0.009663,0.038053,0.179808,0.643743,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,1,6,all components,0.833333,0.661864,0.922729,0.569519,0.182188,0.045314,0.050444,0.018551,0.033798,0.036031,0.028347,0.590318,0.012143,0.02762,0.185219,0.644574,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,2,6,all components,0.833333,0.67758,0.922127,0.571855,0.179846,0.050888,0.051697,0.015033,0.043309,0.031414,0.025225,0.579133,0.004269,0.034107,0.18599,0.643849,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,3,6,all components,0.833333,0.661197,0.923052,0.571494,0.180836,0.050126,0.053319,0.01831,0.042343,0.02871,0.032007,0.600013,0.009147,0.027923,0.179141,0.644923,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,4,6,all components,0.5,0.676663,0.589738,0.573273,0.171661,0.055746,0.054294,0.0115,0.043435,0.028106,0.028116,0.591872,0.011955,0.037158,0.183922,0.645395,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,5,6,all components,0.5,0.673723,0.588849,0.560766,0.182253,0.053374,0.054406,0.00961,0.036025,0.028508,0.031108,0.595903,0.009558,0.037421,0.18561,0.646629,0.0
full_contact_mode_boundary_audit_v5,peg_insertion,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,6,6,all components,0.666667,0.681155,0.754386,0.568769,0.185206,0.057115,0.052735,0.018127,0.041842,0.024246,0.024783,0.58159,0.007418,0.037497,0.182624,0.644252,0.0
