ablation,task,regime,split,seed,episodes,interpretation,success,success_probability,utility,contact_mode_f1,boundary_error,complementarity_residual,impulse_violation,unsafe_impulse,jam_rate,slip_overshoot,mode_switch_latency,recovery_success,energy_spike,calibration_ece,intervention_cost,fixed_risk_coverage,regret_to_oracle
minus_contact_mode_classifier,drawer_opening,nominal_contact,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,0.833333,0.652235,0.879738,0.412369,0.18432,0.040669,0.035475,0.0,0.019097,0.024372,0.045351,0.471099,0.013807,0.047546,0.191245,0.577607,0.0
minus_contact_mode_classifier,drawer_opening,nominal_contact,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.666667,0.653965,0.713003,0.403363,0.182788,0.028452,0.0363,0.002579,0.019884,0.02812,0.047425,0.471256,0.009636,0.052951,0.185244,0.57685,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.5,0.630068,0.537129,0.410975,0.212475,0.049697,0.053501,0.024892,0.036479,0.027443,0.050126,0.4773,0.021919,0.053225,0.185749,0.572261,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.833333,0.615214,0.872376,0.406209,0.208955,0.044364,0.047337,0.013204,0.041283,0.027044,0.04947,0.483466,0.033849,0.049675,0.181617,0.573936,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,0.333333,0.628567,0.370737,0.422362,0.208719,0.049765,0.052551,0.030029,0.040828,0.028269,0.054552,0.486743,0.028108,0.053062,0.18914,0.571556,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,0.333333,0.629796,0.36798,0.411919,0.222556,0.052069,0.052179,0.030948,0.040274,0.029434,0.055601,0.468667,0.018711,0.048344,0.188824,0.570296,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,1.0,0.631244,1.0,0.415452,0.218289,0.043673,0.059368,0.031479,0.041841,0.019115,0.049138,0.479584,0.023735,0.053851,0.189632,0.57154,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.666667,0.634077,0.705192,0.432016,0.218838,0.055373,0.054645,0.020026,0.040916,0.028887,0.049459,0.478269,0.016068,0.042587,0.186881,0.57249,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.833333,0.627132,0.872055,0.42323,0.223404,0.054901,0.047562,0.02349,0.038536,0.027909,0.04792,0.500723,0.023756,0.048765,0.188762,0.573634,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.666667,0.630543,0.703471,0.414949,0.226103,0.050325,0.049767,0.021665,0.039123,0.028184,0.050095,0.479634,0.018077,0.054808,0.187437,0.572561,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,0.5,0.624109,0.535424,0.417982,0.222041,0.046644,0.056963,0.025851,0.032682,0.032142,0.044968,0.459356,0.028381,0.051454,0.187069,0.571044,0.0
minus_contact_mode_classifier,drawer_opening,impact_onset,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.833333,0.621058,0.869708,0.421715,0.217036,0.052804,0.05925,0.029565,0.039182,0.032004,0.054035,0.478676,0.012218,0.049467,0.185859,0.571007,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.166667,0.625383,0.204277,0.410471,0.20726,0.041927,0.049512,0.026637,0.044523,0.031972,0.058414,0.477632,0.014758,0.044436,0.192259,0.570852,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.666667,0.621112,0.707566,0.411907,0.2004,0.032366,0.04758,0.022865,0.035395,0.037498,0.049952,0.484732,0.01878,0.041905,0.188388,0.572315,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,0.833333,0.643156,0.872901,0.42412,0.192053,0.040866,0.048418,0.024833,0.041517,0.037841,0.051811,0.476039,0.028222,0.056948,0.182208,0.570858,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,0.666667,0.635794,0.707965,0.414665,0.195164,0.046254,0.046618,0.020309,0.034339,0.034141,0.051312,0.490218,0.017722,0.04892,0.183713,0.573402,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,0.833333,0.629786,0.873432,0.421274,0.20419,0.034424,0.047909,0.024351,0.035291,0.034922,0.052826,0.478591,0.018112,0.048531,0.192969,0.57194,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.5,0.623393,0.538907,0.420097,0.205983,0.035671,0.044644,0.01973,0.05052,0.03795,0.045939,0.473558,0.02282,0.053478,0.19139,0.570566,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.5,0.613535,0.539245,0.421927,0.199247,0.040055,0.049494,0.024989,0.042316,0.033188,0.042164,0.468605,0.022737,0.052482,0.188967,0.570681,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.333333,0.639507,0.37362,0.422286,0.210108,0.039328,0.044161,0.021577,0.033952,0.035829,0.050193,0.479601,0.021719,0.049314,0.18279,0.572478,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,0.833333,0.623536,0.873511,0.421509,0.19889,0.036243,0.047259,0.025363,0.038921,0.035543,0.04852,0.479505,0.02205,0.052044,0.189298,0.57143,0.0
minus_contact_mode_classifier,drawer_opening,stick_slip_transition,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.5,0.618263,0.539797,0.424338,0.198074,0.040391,0.049019,0.020313,0.051714,0.036982,0.049093,0.481872,0.01904,0.050632,0.190684,0.570936,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.833333,0.642035,0.874905,0.417391,0.200139,0.035637,0.039427,0.02094,0.036954,0.027011,0.045683,0.474602,0.019607,0.049471,0.193446,0.572679,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.833333,0.644822,0.872897,0.423818,0.20384,0.041333,0.045149,0.02325,0.035485,0.031144,0.053838,0.469521,0.021901,0.051295,0.188838,0.571844,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,0.666667,0.619037,0.706933,0.411056,0.208063,0.039627,0.039827,0.013278,0.034646,0.032299,0.053064,0.476412,0.022936,0.04994,0.190168,0.573745,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,1.0,0.626021,1.0,0.424678,0.201436,0.038561,0.049051,0.022842,0.035318,0.025159,0.059265,0.481813,0.024348,0.050779,0.186094,0.573138,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,0.833333,0.633667,0.875792,0.427671,0.199036,0.034722,0.047494,0.015196,0.035899,0.031136,0.053451,0.482974,0.020921,0.04629,0.190819,0.573818,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.5,0.629296,0.539825,0.407335,0.202357,0.034489,0.048041,0.023271,0.029577,0.033821,0.048815,0.472813,0.017014,0.050376,0.187701,0.572415,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.666667,0.645113,0.706792,0.422247,0.203263,0.036834,0.051203,0.02133,0.035,0.030709,0.045987,0.472317,0.025123,0.050362,0.186737,0.572383,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.833333,0.633827,0.875094,0.42295,0.195144,0.036744,0.046591,0.017803,0.034672,0.02941,0.047031,0.468005,0.025919,0.041041,0.188797,0.57279,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,1.0,0.647946,1.0,0.413256,0.201421,0.041395,0.044383,0.018911,0.025527,0.023241,0.04834,0.475547,0.016178,0.048439,0.185226,0.574484,0.0
minus_contact_mode_classifier,drawer_opening,unilateral_lift_off,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.333333,0.634696,0.375635,0.42146,0.200904,0.034672,0.036149,0.018151,0.029436,0.029689,0.05281,0.470463,0.015727,0.051015,0.19362,0.573387,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.833333,0.623266,0.870822,0.424728,0.20188,0.040227,0.056192,0.02407,0.072155,0.033211,0.051141,0.492593,0.028333,0.050085,0.187502,0.569273,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.333333,0.622499,0.370159,0.41106,0.202311,0.038275,0.047033,0.024685,0.072665,0.032944,0.046788,0.479001,0.023987,0.051878,0.1886,0.568335,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,0.833333,0.605029,0.870719,0.423596,0.208137,0.041742,0.044624,0.023225,0.071697,0.028379,0.050012,0.475911,0.024488,0.050677,0.18752,0.568831,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,0.666667,0.615303,0.703307,0.415511,0.221375,0.03646,0.044021,0.025917,0.068262,0.028957,0.049411,0.49224,0.026618,0.054634,0.190368,0.569704,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,0.5,0.62003,0.537434,0.412814,0.203002,0.042454,0.051571,0.021481,0.069031,0.028947,0.047623,0.475054,0.019152,0.041677,0.188155,0.569262,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.833333,0.60808,0.868377,0.407437,0.209615,0.042539,0.054521,0.030772,0.067432,0.026885,0.050999,0.483304,0.025331,0.0524,0.186316,0.568688,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.666667,0.621017,0.701249,0.405302,0.198977,0.049663,0.049811,0.030962,0.07867,0.023502,0.048251,0.481002,0.028127,0.053052,0.195101,0.567669,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.166667,0.605993,0.201761,0.423337,0.208592,0.046709,0.055329,0.022462,0.066779,0.03264,0.053639,0.464917,0.024186,0.054522,0.186861,0.568437,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,0.333333,0.614288,0.369858,0.41672,0.206245,0.039765,0.047647,0.023167,0.073504,0.035301,0.046431,0.474519,0.021873,0.049686,0.191017,0.568022,0.0
minus_contact_mode_classifier,drawer_opening,contact_jamming,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.5,0.612662,0.537272,0.423781,0.208317,0.039956,0.04907,0.023964,0.064407,0.028257,0.049301,0.467559,0.028965,0.041096,0.187377,0.568958,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.666667,0.611768,0.701674,0.400877,0.217295,0.046443,0.053369,0.032848,0.032841,0.030642,0.055234,0.473192,0.01941,0.05546,0.184288,0.570929,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.5,0.618524,0.536705,0.406748,0.21156,0.04594,0.054584,0.028179,0.035069,0.025241,0.051103,0.479093,0.02704,0.05475,0.185861,0.572192,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,0.666667,0.612769,0.704085,0.421729,0.217698,0.049272,0.051739,0.028946,0.031741,0.029537,0.048292,0.478281,0.023129,0.050122,0.192214,0.572018,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,0.666667,0.611725,0.704003,0.420784,0.212352,0.049199,0.055327,0.027105,0.031711,0.032421,0.05152,0.479572,0.021192,0.056479,0.189858,0.572144,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,0.666667,0.615723,0.704162,0.423259,0.224851,0.045483,0.051906,0.026793,0.039176,0.03106,0.045374,0.487593,0.02487,0.051491,0.189082,0.572034,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.833333,0.63749,0.870921,0.413109,0.216776,0.048428,0.052476,0.0218,0.03543,0.029162,0.05679,0.487155,0.021655,0.052006,0.188436,0.573283,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.5,0.629458,0.538346,0.429747,0.217714,0.043895,0.052694,0.026435,0.032878,0.021712,0.056766,0.477564,0.026563,0.053221,0.188502,0.572864,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.666667,0.626055,0.705724,0.428841,0.2165,0.044665,0.055469,0.020312,0.036897,0.025174,0.054993,0.484692,0.028266,0.047499,0.184759,0.573531,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,0.666667,0.613691,0.702496,0.408627,0.209762,0.050564,0.048176,0.029584,0.03648,0.031673,0.055751,0.472081,0.026279,0.057478,0.184842,0.570905,0.0
minus_contact_mode_classifier,drawer_opening,release_snap,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.5,0.629806,0.53748,0.420843,0.214103,0.042301,0.054364,0.022241,0.040824,0.031993,0.055043,0.486255,0.03218,0.056453,0.18617,0.572397,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.833333,0.610706,0.8695,0.423499,0.219347,0.041399,0.052784,0.028097,0.05845,0.029513,0.05257,0.481127,0.023066,0.052462,0.18835,0.569647,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.333333,0.622514,0.368074,0.409517,0.220995,0.038933,0.050829,0.022598,0.061031,0.035698,0.053052,0.469106,0.024565,0.047625,0.186932,0.568998,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,0.5,0.602587,0.537382,0.412477,0.214607,0.040657,0.043641,0.018651,0.063806,0.029057,0.048507,0.480698,0.023171,0.05511,0.187256,0.570539,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,0.333333,0.628087,0.368379,0.418533,0.225867,0.037044,0.053895,0.022106,0.058203,0.032796,0.049849,0.467963,0.028702,0.051373,0.185632,0.569518,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,0.5,0.618063,0.535629,0.423419,0.211869,0.042601,0.046887,0.025472,0.064501,0.036739,0.051637,0.474152,0.033385,0.056752,0.185325,0.568439,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.333333,0.619673,0.369311,0.40694,0.208299,0.04699,0.048478,0.018562,0.056459,0.038665,0.05362,0.472792,0.020022,0.053476,0.187079,0.570044,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.5,0.614329,0.53761,0.423231,0.213605,0.037824,0.05466,0.02495,0.059918,0.028342,0.040524,0.47703,0.02472,0.049035,0.186658,0.56982,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.833333,0.624443,0.871505,0.427264,0.21048,0.041575,0.051004,0.017923,0.058079,0.026198,0.051959,0.479574,0.027287,0.058077,0.186958,0.571382,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,0.833333,0.623695,0.869374,0.422986,0.212015,0.046857,0.049829,0.025559,0.056579,0.036768,0.048232,0.47295,0.026642,0.051831,0.189874,0.569144,0.0
minus_contact_mode_classifier,drawer_opening,compliant_fixture_shift,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.333333,0.616993,0.371391,0.414628,0.204626,0.037718,0.050238,0.022971,0.056787,0.036505,0.05545,0.491621,0.026962,0.048779,0.186742,0.570653,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.666667,0.620662,0.70353,0.416003,0.20545,0.041164,0.045877,0.023977,0.056748,0.04068,0.053195,0.472345,0.024019,0.051009,0.18554,0.569015,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.666667,0.623802,0.702734,0.413978,0.207333,0.037085,0.049385,0.02297,0.051795,0.031102,0.056296,0.461006,0.026642,0.059552,0.188798,0.569747,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,0.333333,0.61058,0.369438,0.411705,0.206261,0.044026,0.04526,0.021635,0.054528,0.038591,0.058343,0.464231,0.02411,0.047954,0.186931,0.569268,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,0.5,0.61896,0.536617,0.420456,0.21552,0.040234,0.051476,0.022745,0.056714,0.034679,0.052221,0.479544,0.026492,0.051558,0.187981,0.570115,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,0.666667,0.625077,0.70506,0.415023,0.205665,0.04321,0.040625,0.026786,0.055144,0.034429,0.04914,0.482339,0.022831,0.046032,0.186749,0.569854,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.833333,0.617159,0.871118,0.414974,0.19623,0.049168,0.0512,0.018661,0.053245,0.03797,0.04966,0.482295,0.026085,0.052353,0.193349,0.570976,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.5,0.6327,0.538127,0.422715,0.206553,0.044276,0.051341,0.020609,0.052994,0.041107,0.049838,0.479428,0.021296,0.045778,0.185277,0.570286,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.666667,0.627461,0.705012,0.415176,0.20397,0.042916,0.049842,0.02346,0.047848,0.029321,0.048027,0.476356,0.026291,0.051375,0.182547,0.571132,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,0.666667,0.620775,0.704312,0.417317,0.206473,0.049396,0.05056,0.022139,0.052233,0.034888,0.046815,0.491292,0.031447,0.049915,0.190354,0.571342,0.0
minus_contact_mode_classifier,drawer_opening,friction_cone_inversion,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.333333,0.610638,0.36983,0.417676,0.211965,0.041719,0.054234,0.030374,0.053652,0.034245,0.044761,0.483033,0.029017,0.047137,0.188422,0.569521,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.5,0.609991,0.538225,0.424238,0.221028,0.039136,0.0557,0.025801,0.047669,0.026026,0.0538,0.489345,0.015705,0.052945,0.183345,0.571842,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.166667,0.603752,0.202503,0.41471,0.213662,0.04428,0.051996,0.020934,0.048322,0.031075,0.054236,0.461234,0.026677,0.049375,0.187298,0.570416,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,1.0,0.615,1.0,0.41219,0.210185,0.047783,0.050368,0.018812,0.048092,0.024183,0.056268,0.48238,0.028753,0.044564,0.193009,0.572577,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,0.666667,0.613263,0.702784,0.43214,0.21399,0.048086,0.057882,0.025412,0.055902,0.029484,0.055182,0.471831,0.026948,0.047327,0.186576,0.569749,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,0.666667,0.59951,0.702898,0.423241,0.216558,0.041881,0.053223,0.020133,0.050834,0.036548,0.06148,0.47521,0.025091,0.054662,0.186077,0.570685,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.5,0.626472,0.534133,0.417107,0.217402,0.04581,0.059292,0.023088,0.046545,0.028558,0.052688,0.453304,0.028887,0.056986,0.186185,0.569996,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.333333,0.609204,0.368925,0.417933,0.212729,0.041216,0.051151,0.029826,0.045745,0.033616,0.059006,0.468256,0.02897,0.047497,0.190801,0.569558,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.666667,0.629565,0.702933,0.427953,0.206639,0.044616,0.052017,0.030868,0.049663,0.0351,0.056717,0.470908,0.024819,0.057063,0.188115,0.56905,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,1.0,0.616499,1.0,0.413285,0.217263,0.038784,0.050639,0.020801,0.051996,0.029952,0.059868,0.4759,0.0225,0.053087,0.187686,0.571038,0.0
minus_contact_mode_classifier,drawer_opening,actuator_backlash,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.333333,0.614298,0.368164,0.410318,0.224604,0.042151,0.049511,0.02775,0.042563,0.039488,0.057057,0.478475,0.024836,0.056141,0.186794,0.570331,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.333333,0.599184,0.366374,0.415386,0.21618,0.051659,0.051425,0.027407,0.06407,0.037821,0.05099,0.465221,0.030038,0.055165,0.184345,0.56757,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,1,6,cannot localize contact-mode boundaries,0.833333,0.605681,0.865191,0.421662,0.225216,0.050006,0.058299,0.034342,0.069192,0.030664,0.062847,0.483654,0.030132,0.053084,0.192839,0.567696,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,2,6,cannot localize contact-mode boundaries,0.166667,0.597977,0.199239,0.417547,0.218914,0.051389,0.053677,0.033085,0.070978,0.033432,0.055745,0.472765,0.023339,0.050734,0.189429,0.566831,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,3,6,cannot localize contact-mode boundaries,0.333333,0.607444,0.366481,0.42083,0.223163,0.04891,0.059522,0.020522,0.076693,0.033887,0.0538,0.480672,0.03287,0.049116,0.188541,0.568582,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,4,6,cannot localize contact-mode boundaries,0.666667,0.598025,0.698169,0.409648,0.230259,0.044041,0.051715,0.033009,0.073734,0.038693,0.054668,0.471432,0.023322,0.048832,0.183552,0.566066,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,5,6,cannot localize contact-mode boundaries,0.5,0.603454,0.532422,0.412767,0.209913,0.051796,0.058034,0.037285,0.066589,0.038259,0.055029,0.47705,0.023052,0.051132,0.190772,0.566511,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,6,6,cannot localize contact-mode boundaries,0.666667,0.606181,0.698481,0.405565,0.220972,0.053371,0.059598,0.030027,0.06957,0.035566,0.059247,0.482449,0.025578,0.044904,0.184673,0.567841,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,7,6,cannot localize contact-mode boundaries,0.833333,0.595242,0.86571,0.425905,0.225707,0.048306,0.058142,0.022325,0.072539,0.034771,0.059212,0.464647,0.025467,0.054711,0.188478,0.567695,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,8,6,cannot localize contact-mode boundaries,0.333333,0.604974,0.364287,0.415431,0.229019,0.050581,0.061765,0.033361,0.072436,0.03069,0.059672,0.471333,0.024219,0.048944,0.180899,0.566777,0.0
minus_contact_mode_classifier,drawer_opening,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,9,6,cannot localize contact-mode boundaries,0.833333,0.612291,0.864435,0.415523,0.232237,0.046725,0.052802,0.025658,0.073071,0.03535,0.05642,0.463328,0.027256,0.054503,0.190588,0.567016,0.0
minus_contact_mode_classifier,cable_routing,nominal_contact,heldout_mixed_non_smooth_stress,0,6,cannot localize contact-mode boundaries,0.666667,0.639881,0.714721,0.415621,0.180208,0.036654,0.025765,0.006654,0.028711,0.019441,0.039745,0.480938,0.018214,0.045723,0.188561,0.576632,0.0
