method,task,regime,split,groups,mean_success,ci95_success,mean_utility,ci95_utility,mean_contact_mode_f1,ci95_contact_mode_f1,mean_boundary_error,ci95_boundary_error,mean_complementarity_residual,ci95_complementarity_residual,mean_impulse_violation,ci95_impulse_violation,mean_unsafe_impulse,ci95_unsafe_impulse,mean_jam_rate,ci95_jam_rate,mean_slip_overshoot,ci95_slip_overshoot,mean_mode_switch_latency,ci95_mode_switch_latency,mean_recovery_success,ci95_recovery_success,mean_energy_spike,ci95_energy_spike,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_fixed_risk_coverage,ci95_fixed_risk_coverage,mean_regret_to_oracle,ci95_regret_to_oracle
conformal_risk_filter,legged_foot_placement,actuator_backlash,actuator_latency,10,0.5,0.153992,0.501477,0.153925,0.34685,0.004192,0.29934,0.002438,0.100004,0.002615,0.076258,0.002662,0.051812,0.001849,0.054986,0.00258,0.058564,0.001319,0.107267,0.002972,0.366381,0.006565,0.071149,0.002081,0.056983,0.002486,0.18458,0.002077,0.601227,0.000517,0.0,0.0
conformal_risk_filter,legged_foot_placement,actuator_backlash,sensor_dropout,10,0.516667,0.171824,0.516169,0.172042,0.32419,0.003688,0.295215,0.001996,0.098186,0.002795,0.078854,0.002143,0.043158,0.002376,0.054061,0.003069,0.059732,0.002649,0.100899,0.003059,0.341209,0.004439,0.072678,0.00166,0.056772,0.002195,0.184221,0.001836,0.599414,0.000622,0.0,0.0
conformal_risk_filter,legged_foot_placement,actuator_backlash,heldout_mixed_non_smooth_stress,10,0.316667,0.102726,0.308155,0.102739,0.328484,0.002331,0.312695,0.003949,0.113088,0.002465,0.087395,0.001865,0.049247,0.001889,0.062591,0.002424,0.085687,0.001868,0.108132,0.002408,0.341139,0.005488,0.079861,0.003061,0.063667,0.002999,0.190522,0.001714,0.581167,0.00058,0.0,0.0
conformal_risk_filter,legged_foot_placement,mixed_non_smooth_shock,nominal,10,0.45,0.098,0.472569,0.098142,0.378292,0.0037,0.270531,0.002157,0.08071,0.002645,0.065117,0.003058,0.027927,0.002657,0.055847,0.001851,0.04285,0.003486,0.061781,0.002406,0.41965,0.004444,0.058569,0.001779,0.034933,0.001294,0.167518,0.002092,0.653977,0.000636,0.0,0.0
conformal_risk_filter,legged_foot_placement,mixed_non_smooth_shock,seen_contact_shift,10,0.516667,0.113683,0.526067,0.113731,0.362721,0.00449,0.289505,0.002735,0.097591,0.002043,0.080524,0.001395,0.035988,0.001925,0.064569,0.001628,0.058526,0.002617,0.06962,0.003423,0.388668,0.003737,0.076488,0.002048,0.045267,0.003122,0.175034,0.002285,0.626383,0.000455,0.0,0.0
conformal_risk_filter,legged_foot_placement,mixed_non_smooth_shock,unseen_geometry,10,0.383333,0.169041,0.383175,0.169024,0.350049,0.003746,0.307767,0.002856,0.116645,0.002043,0.096048,0.001809,0.040798,0.001932,0.074824,0.002398,0.063625,0.001727,0.075888,0.002455,0.377422,0.003153,0.079592,0.002571,0.053875,0.002433,0.180523,0.001518,0.612353,0.00028,0.0,0.0
conformal_risk_filter,legged_foot_placement,mixed_non_smooth_shock,unseen_friction,10,0.45,0.119778,0.448553,0.119539,0.349822,0.004124,0.299179,0.002965,0.110357,0.002671,0.090556,0.0019,0.041335,0.002535,0.068986,0.00307,0.103554,0.003272,0.076119,0.003406,0.369565,0.005143,0.081723,0.00224,0.056074,0.003342,0.181235,0.001973,0.602791,0.000695,0.0,0.0
conformal_risk_filter,legged_foot_placement,mixed_non_smooth_shock,unseen_compliance,10,0.483333,0.123674,0.479185,0.123478,0.345483,0.003596,0.316159,0.002532,0.117577,0.002241,0.094707,0.002093,0.041268,0.00289,0.078684,0.002191,0.074123,0.003234,0.083426,0.002286,0.368511,0.003803,0.086353,0.003009,0.057217,0.001935,0.184019,0.001944,0.599322,0.000697,0.0,0.0
conformal_risk_filter,legged_foot_placement,mixed_non_smooth_shock,actuator_latency,10,0.433333,0.072229,0.427775,0.072343,0.342821,0.004538,0.314145,0.003481,0.115889,0.002472,0.093858,0.002589,0.052104,0.002274,0.072361,0.001659,0.074262,0.002841,0.098898,0.002573,0.362905,0.005539,0.083963,0.002713,0.054126,0.002293,0.183999,0.001694,0.597982,0.000457,0.0,0.0
conformal_risk_filter,legged_foot_placement,mixed_non_smooth_shock,sensor_dropout,10,0.383333,0.098,0.375861,0.096585,0.32217,0.002871,0.314296,0.003037,0.11571,0.004152,0.09379,0.002392,0.046044,0.003332,0.074481,0.001372,0.078213,0.002082,0.095487,0.002407,0.341842,0.005453,0.084899,0.003088,0.057713,0.001697,0.184775,0.002272,0.595499,0.000703,0.0,0.0
conformal_risk_filter,legged_foot_placement,mixed_non_smooth_shock,heldout_mixed_non_smooth_stress,10,0.383333,0.109432,0.367613,0.106717,0.328641,0.005989,0.332913,0.003035,0.132608,0.002583,0.10858,0.002355,0.05088,0.002194,0.085443,0.002337,0.105094,0.001843,0.100215,0.002643,0.342927,0.003882,0.095692,0.002837,0.065923,0.00238,0.190521,0.001859,0.577192,0.000446,0.0,0.0
smooth_dynamics_world_model,peg_insertion,nominal_contact,nominal,10,0.683333,0.102726,0.697453,0.100691,0.299688,0.002014,0.228265,0.003102,0.065566,0.002422,0.034897,0.002709,0.018277,0.001686,0.036354,0.003082,0.02824,0.003353,0.03556,0.001728,0.309272,0.005265,0.02996,0.002467,0.048556,0.002876,0.132987,0.00182,0.45192,0.000479,0.0,0.0
smooth_dynamics_world_model,peg_insertion,nominal_contact,seen_contact_shift,10,0.616667,0.109432,0.621668,0.109465,0.274859,0.004475,0.237115,0.0038,0.073982,0.002779,0.039668,0.001812,0.018778,0.001959,0.042585,0.003301,0.050175,0.00198,0.04348,0.002389,0.27709,0.002878,0.03279,0.002933,0.068202,0.002468,0.142866,0.001419,0.425136,0.00061,0.0,0.0
smooth_dynamics_world_model,peg_insertion,nominal_contact,unseen_geometry,10,0.7,0.094927,0.700602,0.094677,0.272705,0.004411,0.238413,0.002845,0.082078,0.001866,0.045547,0.001866,0.019428,0.002279,0.047442,0.002486,0.053726,0.002463,0.046357,0.002808,0.26298,0.00457,0.035557,0.002252,0.077401,0.002315,0.145548,0.002395,0.412222,0.000448,0.0,0.0
smooth_dynamics_world_model,peg_insertion,nominal_contact,unseen_friction,10,0.516667,0.09045,0.513611,0.090358,0.261922,0.004358,0.242253,0.004101,0.080927,0.002171,0.041691,0.002919,0.021213,0.002259,0.045907,0.001939,0.08558,0.002092,0.046079,0.002185,0.258874,0.005402,0.035988,0.002952,0.082845,0.002571,0.148965,0.001632,0.402913,0.000444,0.0,0.0
smooth_dynamics_world_model,peg_insertion,nominal_contact,unseen_compliance,10,0.516667,0.123674,0.513098,0.12398,0.264348,0.003922,0.246281,0.003082,0.081128,0.003511,0.043986,0.001147,0.022778,0.003283,0.048455,0.002746,0.066342,0.001687,0.048923,0.003475,0.255164,0.004309,0.036447,0.001993,0.087596,0.002478,0.152778,0.001556,0.39894,0.000549,0.0,0.0
smooth_dynamics_world_model,peg_insertion,nominal_contact,actuator_latency,10,0.65,0.141556,0.646586,0.141832,0.263607,0.004976,0.245341,0.003606,0.084086,0.002762,0.043161,0.002321,0.023018,0.002875,0.04559,0.001639,0.067366,0.002946,0.050784,0.002273,0.257495,0.004542,0.034282,0.002237,0.089649,0.002544,0.150077,0.001543,0.399249,0.000625,0.0,0.0
smooth_dynamics_world_model,peg_insertion,nominal_contact,sensor_dropout,10,0.566667,0.111045,0.55946,0.110981,0.24296,0.003019,0.244571,0.003812,0.083336,0.002284,0.042543,0.002865,0.023235,0.001555,0.047935,0.002139,0.064039,0.002144,0.061638,0.003332,0.230885,0.004076,0.034002,0.001962,0.090133,0.001887,0.152869,0.001528,0.396051,0.000425,0.0,0.0
smooth_dynamics_world_model,peg_insertion,nominal_contact,heldout_mixed_non_smooth_stress,10,0.566667,0.111045,0.554886,0.111476,0.243991,0.005573,0.251156,0.003428,0.091554,0.002121,0.047683,0.002729,0.023454,0.002939,0.050774,0.001718,0.092262,0.002418,0.056781,0.002706,0.233148,0.004198,0.036183,0.001309,0.099057,0.003862,0.156958,0.002122,0.379212,0.00069,0.0,0.0
smooth_dynamics_world_model,peg_insertion,impact_onset,nominal,10,0.616667,0.154377,0.612727,0.154646,0.294544,0.005645,0.280418,0.002498,0.106618,0.001538,0.08067,0.002084,0.041844,0.002773,0.057474,0.002041,0.029346,0.001999,0.050704,0.002456,0.307336,0.004111,0.064187,0.002344,0.053164,0.001633,0.13334,0.001533,0.446068,0.000613,0.0,0.0
smooth_dynamics_world_model,peg_insertion,impact_onset,seen_contact_shift,10,0.55,0.119778,0.530322,0.119647,0.277032,0.004,0.30042,0.003104,0.136186,0.002411,0.105368,0.002074,0.054034,0.001603,0.064633,0.00329,0.047013,0.002658,0.059447,0.002744,0.280596,0.003331,0.077735,0.00181,0.073371,0.002486,0.142202,0.001822,0.418106,0.00041,0.0,0.0
smooth_dynamics_world_model,peg_insertion,impact_onset,unseen_geometry,10,0.5,0.14609,0.471904,0.141792,0.270014,0.004373,0.320586,0.002758,0.158646,0.001914,0.131045,0.00295,0.061941,0.002753,0.076145,0.002522,0.057525,0.00208,0.063963,0.001966,0.267194,0.006386,0.087527,0.003142,0.08547,0.002172,0.144373,0.001236,0.402924,0.000411,0.0,0.0
smooth_dynamics_world_model,peg_insertion,impact_onset,unseen_friction,10,0.583333,0.111578,0.551731,0.111759,0.261197,0.004364,0.308945,0.002846,0.152074,0.00158,0.11793,0.001534,0.061237,0.001765,0.071873,0.002158,0.089703,0.002096,0.066502,0.002201,0.266108,0.003562,0.086897,0.002594,0.090675,0.003285,0.14836,0.001673,0.394417,0.000479,0.0,0.0
smooth_dynamics_world_model,peg_insertion,impact_onset,unseen_compliance,10,0.516667,0.178591,0.485293,0.174656,0.259874,0.00503,0.321778,0.002783,0.161186,0.002374,0.125741,0.00236,0.064065,0.002445,0.073613,0.001641,0.066396,0.002632,0.068244,0.001922,0.255114,0.00559,0.08976,0.002922,0.094098,0.002584,0.151164,0.002219,0.390224,0.000517,0.0,0.0
smooth_dynamics_world_model,peg_insertion,impact_onset,actuator_latency,10,0.466667,0.126985,0.43218,0.127318,0.265255,0.003688,0.322795,0.003355,0.159848,0.001441,0.122635,0.002184,0.068752,0.002121,0.071298,0.003029,0.066262,0.001334,0.078276,0.002394,0.259553,0.003932,0.090362,0.003781,0.092445,0.002087,0.151301,0.001812,0.39003,0.000671,0.0,0.0
smooth_dynamics_world_model,peg_insertion,impact_onset,sensor_dropout,10,0.5,0.161508,0.461069,0.161269,0.23912,0.00508,0.320676,0.00197,0.164349,0.002763,0.125471,0.003054,0.064626,0.002516,0.071295,0.002826,0.068438,0.002815,0.083593,0.0017,0.230589,0.004122,0.091006,0.002327,0.094656,0.001778,0.151948,0.001958,0.387137,0.000612,0.0,0.0
smooth_dynamics_world_model,peg_insertion,impact_onset,heldout_mixed_non_smooth_stress,10,0.433333,0.087111,0.384305,0.086752,0.244826,0.005955,0.33839,0.003861,0.186167,0.001398,0.147669,0.002028,0.073963,0.001976,0.079629,0.002954,0.094283,0.0019,0.084764,0.003226,0.230896,0.005435,0.099233,0.002271,0.109768,0.003237,0.156684,0.002247,0.368454,0.000742,0.0,0.0
smooth_dynamics_world_model,peg_insertion,stick_slip_transition,nominal,10,0.4,0.130667,0.402591,0.130316,0.294077,0.003552,0.253436,0.002747,0.080055,0.002602,0.056571,0.00279,0.040033,0.001467,0.056078,0.00304,0.048337,0.002011,0.048334,0.003888,0.310232,0.005566,0.058768,0.00126,0.05074,0.00211,0.132069,0.002069,0.445134,0.000364,0.0,0.0
smooth_dynamics_world_model,peg_insertion,stick_slip_transition,seen_contact_shift,10,0.566667,0.121254,0.555424,0.121427,0.276419,0.003743,0.267422,0.001829,0.098898,0.001333,0.072337,0.002012,0.047931,0.002846,0.066307,0.002024,0.072428,0.001977,0.054466,0.002871,0.280654,0.006014,0.07282,0.00298,0.071034,0.0028,0.141848,0.002331,0.416825,0.00051,0.0,0.0
smooth_dynamics_world_model,peg_insertion,stick_slip_transition,unseen_geometry,10,0.416667,0.13112,0.39782,0.130978,0.266428,0.003329,0.277387,0.003118,0.113986,0.002948,0.083891,0.001997,0.050885,0.002491,0.075152,0.002408,0.078649,0.002309,0.057933,0.002245,0.266508,0.002758,0.078182,0.002241,0.079966,0.002142,0.144879,0.002573,0.402951,0.000357,0.0,0.0
smooth_dynamics_world_model,peg_insertion,stick_slip_transition,unseen_friction,10,0.533333,0.106689,0.510664,0.106466,0.264108,0.002633,0.276207,0.001676,0.112733,0.001923,0.078536,0.002116,0.05493,0.001855,0.070147,0.00277,0.123639,0.003077,0.062948,0.002912,0.261054,0.005843,0.080518,0.002343,0.085365,0.00271,0.148249,0.002276,0.392518,0.000388,0.0,0.0
smooth_dynamics_world_model,peg_insertion,stick_slip_transition,unseen_compliance,10,0.533333,0.144457,0.509317,0.144416,0.259509,0.003636,0.282188,0.002514,0.118266,0.002757,0.081905,0.002942,0.054549,0.001585,0.075156,0.00272,0.093115,0.002257,0.066404,0.001846,0.254595,0.004516,0.082452,0.002938,0.091899,0.002726,0.151725,0.001431,0.389329,0.000561,0.0,0.0
smooth_dynamics_world_model,peg_insertion,stick_slip_transition,actuator_latency,10,0.4,0.111045,0.37677,0.111003,0.265156,0.003256,0.284908,0.003119,0.115534,0.001753,0.081826,0.001947,0.056033,0.002193,0.070867,0.002476,0.090691,0.002626,0.07262,0.003475,0.261351,0.004115,0.082898,0.002552,0.092249,0.002371,0.150735,0.001808,0.390134,0.000466,0.0,0.0
smooth_dynamics_world_model,peg_insertion,stick_slip_transition,sensor_dropout,10,0.35,0.141556,0.324381,0.13825,0.244254,0.003759,0.282621,0.003099,0.117231,0.002013,0.084916,0.001757,0.056506,0.002032,0.0729,0.001923,0.09881,0.002607,0.079372,0.002782,0.228349,0.002678,0.084436,0.001769,0.095517,0.002444,0.151952,0.000968,0.38563,0.000455,0.0,0.0
smooth_dynamics_world_model,peg_insertion,stick_slip_transition,heldout_mixed_non_smooth_stress,10,0.516667,0.164779,0.480192,0.164489,0.245914,0.0034,0.296861,0.002433,0.131263,0.001795,0.094972,0.003465,0.063932,0.002059,0.082035,0.002666,0.129293,0.003192,0.074889,0.002115,0.233157,0.002615,0.094921,0.0029,0.108342,0.001897,0.157006,0.001325,0.367053,0.00055,0.0,0.0
smooth_dynamics_world_model,peg_insertion,unilateral_lift_off,nominal,10,0.666667,0.137735,0.669033,0.138145,0.294587,0.004085,0.257559,0.002508,0.08127,0.001528,0.065822,0.002124,0.038878,0.002659,0.052035,0.002303,0.032181,0.002121,0.050116,0.001625,0.306386,0.003805,0.058324,0.002416,0.052612,0.002997,0.131784,0.001257,0.446773,0.000515,0.0,0.0
smooth_dynamics_world_model,peg_insertion,unilateral_lift_off,seen_contact_shift,10,0.6,0.111045,0.590076,0.110873,0.277313,0.004288,0.273211,0.004971,0.099236,0.002143,0.080331,0.002959,0.045224,0.002969,0.054985,0.002638,0.049951,0.002815,0.060373,0.001785,0.284201,0.005417,0.069773,0.004011,0.071337,0.002042,0.142461,0.001833,0.420374,0.000552,0.0,0.0
smooth_dynamics_world_model,peg_insertion,unilateral_lift_off,unseen_geometry,10,0.616667,0.109432,0.598635,0.109906,0.265991,0.003354,0.283951,0.003297,0.112598,0.002956,0.095246,0.001858,0.047571,0.001723,0.061867,0.002083,0.060186,0.002516,0.063623,0.003476,0.268789,0.005726,0.074141,0.002152,0.082185,0.002854,0.145815,0.001624,0.40639,0.000446,0.0,0.0
smooth_dynamics_world_model,peg_insertion,unilateral_lift_off,unseen_friction,10,0.416667,0.121741,0.39538,0.121819,0.264309,0.005048,0.280252,0.003346,0.110219,0.002612,0.091536,0.001608,0.051105,0.00216,0.059602,0.002435,0.094461,0.003211,0.065648,0.003427,0.258154,0.006331,0.079047,0.002198,0.08735,0.002488,0.146724,0.002341,0.396306,0.000676,0.0,0.0
smooth_dynamics_world_model,peg_insertion,unilateral_lift_off,unseen_compliance,10,0.5,0.119282,0.477416,0.11936,0.261758,0.003484,0.289137,0.002379,0.115335,0.00259,0.092753,0.002533,0.053119,0.002347,0.065016,0.002074,0.071698,0.002174,0.066126,0.002942,0.25876,0.003658,0.080968,0.00257,0.091137,0.001892,0.151072,0.00234,0.39252,0.000593,0.0,0.0
smooth_dynamics_world_model,peg_insertion,unilateral_lift_off,actuator_latency,10,0.45,0.109432,0.426894,0.109176,0.262331,0.002761,0.289923,0.002479,0.114505,0.002534,0.093864,0.002269,0.058437,0.002914,0.060209,0.002777,0.071058,0.002194,0.076043,0.002752,0.262715,0.004671,0.079949,0.002618,0.092088,0.002485,0.151323,0.002134,0.392492,0.000623,0.0,0.0
smooth_dynamics_world_model,peg_insertion,unilateral_lift_off,sensor_dropout,10,0.533333,0.106689,0.506331,0.106589,0.242921,0.004148,0.285047,0.002519,0.116346,0.002464,0.094934,0.002476,0.053433,0.002022,0.062006,0.003201,0.075627,0.001531,0.082411,0.002221,0.228745,0.005003,0.080173,0.002616,0.094603,0.003056,0.15261,0.001653,0.389059,0.000532,0.0,0.0
smooth_dynamics_world_model,peg_insertion,unilateral_lift_off,heldout_mixed_non_smooth_stress,10,0.6,0.121254,0.564656,0.12136,0.243535,0.00384,0.303298,0.002461,0.128353,0.003322,0.107697,0.001177,0.060904,0.001768,0.071746,0.002787,0.102027,0.002152,0.07744,0.00178,0.22872,0.005919,0.088551,0.003061,0.106158,0.002279,0.156674,0.001299,0.370451,0.000434,0.0,0.0
smooth_dynamics_world_model,peg_insertion,contact_jamming,nominal,10,0.55,0.175915,0.549118,0.175875,0.297569,0.004683,0.259929,0.003197,0.088647,0.002793,0.064877,0.001841,0.041944,0.002123,0.082154,0.002434,0.037434,0.002881,0.04566,0.002537,0.305926,0.003752,0.066856,0.002701,0.050502,0.002672,0.132677,0.001704,0.442854,0.000517,0.0,0.0
smooth_dynamics_world_model,peg_insertion,contact_jamming,seen_contact_shift,10,0.583333,0.170438,0.567542,0.170596,0.276046,0.005162,0.277895,0.003301,0.108438,0.002102,0.083023,0.001613,0.051108,0.00195,0.09699,0.001951,0.054794,0.002247,0.054988,0.00313,0.280771,0.006008,0.081947,0.001738,0.072302,0.002397,0.140302,0.002224,0.414698,0.000536,0.0,0.0
smooth_dynamics_world_model,peg_insertion,contact_jamming,unseen_geometry,10,0.5,0.153992,0.474679,0.153944,0.27002,0.004538,0.290752,0.002786,0.122822,0.001237,0.096303,0.001664,0.058736,0.002461,0.115215,0.002493,0.061799,0.002651,0.05953,0.003077,0.263699,0.006735,0.08834,0.002398,0.086006,0.002241,0.147671,0.001945,0.398946,0.000658,0.0,0.0
smooth_dynamics_world_model,peg_insertion,contact_jamming,unseen_friction,10,0.45,0.085045,0.422356,0.085063,0.263102,0.004032,0.28775,0.002219,0.122276,0.001576,0.091406,0.001742,0.059382,0.002062,0.101643,0.002189,0.099748,0.003237,0.060707,0.002023,0.258394,0.007185,0.092775,0.002615,0.086615,0.001478,0.149315,0.002595,0.390452,0.000585,0.0,0.0
smooth_dynamics_world_model,peg_insertion,contact_jamming,unseen_compliance,10,0.583333,0.100391,0.553723,0.100214,0.263044,0.004194,0.2922,0.003764,0.129557,0.001408,0.098756,0.001821,0.060146,0.002113,0.109835,0.002861,0.07768,0.003009,0.06398,0.001389,0.253907,0.006277,0.094956,0.003062,0.092014,0.002735,0.150141,0.00187,0.386215,0.00066,0.0,0.0
smooth_dynamics_world_model,peg_insertion,contact_jamming,actuator_latency,10,0.466667,0.136002,0.43698,0.136569,0.260191,0.004599,0.297006,0.003322,0.126531,0.002915,0.094997,0.001995,0.065997,0.002244,0.103624,0.00227,0.072018,0.002307,0.069914,0.002975,0.257816,0.005109,0.094476,0.001787,0.094052,0.002175,0.151645,0.002072,0.386646,0.000476,0.0,0.0
smooth_dynamics_world_model,peg_insertion,contact_jamming,sensor_dropout,10,0.383333,0.109432,0.349913,0.109552,0.241265,0.005112,0.29679,0.003159,0.129666,0.002793,0.09552,0.001088,0.061347,0.002363,0.107797,0.004136,0.07705,0.002794,0.075978,0.001662,0.234284,0.00431,0.096071,0.0022,0.094171,0.001586,0.149767,0.002024,0.383511,0.000619,0.0,0.0
smooth_dynamics_world_model,peg_insertion,contact_jamming,heldout_mixed_non_smooth_stress,10,0.383333,0.119778,0.34019,0.119967,0.244503,0.003643,0.309313,0.003371,0.145658,0.001823,0.113384,0.002955,0.069265,0.00316,0.125356,0.00266,0.105134,0.001632,0.075037,0.003075,0.230484,0.004641,0.103648,0.002723,0.107569,0.002895,0.156906,0.001954,0.363693,0.000451,0.0,0.0
smooth_dynamics_world_model,peg_insertion,release_snap,nominal,10,0.416667,0.13987,0.412258,0.139444,0.297211,0.002576,0.281211,0.004118,0.100554,0.002669,0.086282,0.001525,0.047611,0.002804,0.057867,0.002243,0.034402,0.002904,0.051537,0.002134,0.310239,0.004288,0.072384,0.001934,0.053458,0.002013,0.132071,0.001528,0.444934,0.00048,0.0,0.0
smooth_dynamics_world_model,peg_insertion,release_snap,seen_contact_shift,10,0.65,0.102726,0.630339,0.102646,0.278999,0.006317,0.292401,0.002536,0.124878,0.002652,0.108158,0.002505,0.057652,0.003718,0.062803,0.003202,0.057417,0.002364,0.0596,0.001912,0.279655,0.005334,0.086284,0.002415,0.074115,0.003559,0.143002,0.002217,0.416858,0.000809,0.0,0.0
smooth_dynamics_world_model,peg_insertion,release_snap,unseen_geometry,10,0.533333,0.136002,0.502889,0.13586,0.26777,0.004656,0.314791,0.004311,0.143159,0.002164,0.133308,0.003039,0.064127,0.001809,0.070497,0.001924,0.062545,0.002291,0.06608,0.002158,0.268183,0.004209,0.094267,0.002234,0.086545,0.002107,0.145572,0.002247,0.402819,0.000407,0.0,0.0
smooth_dynamics_world_model,peg_insertion,release_snap,unseen_friction,10,0.5,0.161508,0.467492,0.161427,0.264246,0.005421,0.306569,0.002463,0.142213,0.001743,0.121395,0.002868,0.065996,0.002089,0.068476,0.002344,0.099214,0.002069,0.069686,0.002582,0.259963,0.003248,0.097092,0.001936,0.087688,0.002769,0.14798,0.001548,0.392914,0.000371,0.0,0.0
smooth_dynamics_world_model,peg_insertion,release_snap,unseen_compliance,10,0.516667,0.132916,0.482245,0.13339,0.263987,0.005024,0.313238,0.004341,0.147308,0.002729,0.130095,0.003103,0.06531,0.001257,0.072843,0.002879,0.075726,0.002849,0.07018,0.00304,0.253222,0.006257,0.101367,0.002614,0.094699,0.002951,0.151672,0.001517,0.389254,0.000696,0.0,0.0
smooth_dynamics_world_model,peg_insertion,release_snap,actuator_latency,10,0.466667,0.126985,0.431331,0.127103,0.263489,0.002161,0.317081,0.003813,0.147713,0.00275,0.125179,0.00256,0.072385,0.002514,0.070265,0.002492,0.074371,0.002649,0.083715,0.002604,0.255047,0.005407,0.09948,0.00274,0.093065,0.002719,0.15251,0.002766,0.388669,0.000424,0.0,0.0
smooth_dynamics_world_model,peg_insertion,release_snap,sensor_dropout,10,0.533333,0.094927,0.493668,0.094855,0.242938,0.004804,0.315298,0.001692,0.150503,0.001966,0.13084,0.002092,0.069896,0.002222,0.071287,0.002254,0.078192,0.002209,0.086062,0.002131,0.229245,0.005559,0.10264,0.00277,0.096897,0.001798,0.152263,0.001776,0.385486,0.000663,0.0,0.0
smooth_dynamics_world_model,peg_insertion,release_snap,heldout_mixed_non_smooth_stress,10,0.466667,0.081485,0.417323,0.081556,0.242964,0.005829,0.333528,0.003528,0.171248,0.002949,0.149144,0.003636,0.076781,0.002443,0.078974,0.002527,0.107146,0.002351,0.085876,0.002437,0.231986,0.002967,0.110512,0.00233,0.108964,0.003247,0.157619,0.002188,0.367133,0.000602,0.0,0.0
smooth_dynamics_world_model,peg_insertion,compliant_fixture_shift,nominal,10,0.4,0.147704,0.397971,0.147639,0.298562,0.005139,0.26933,0.001988,0.087835,0.002671,0.068595,0.003215,0.044087,0.002873,0.074092,0.001563,0.037182,0.001798,0.050702,0.003,0.307803,0.00683,0.067224,0.002516,0.054247,0.003112,0.132984,0.001997,0.443471,0.000759,0.0,0.0
smooth_dynamics_world_model,peg_insertion,compliant_fixture_shift,seen_contact_shift,10,0.533333,0.106689,0.517579,0.107002,0.278766,0.003733,0.28897,0.003061,0.106403,0.002277,0.084641,0.002626,0.049077,0.002493,0.085916,0.001798,0.059679,0.002077,0.058539,0.002468,0.280741,0.004112,0.077431,0.001477,0.069887,0.002944,0.140644,0.001016,0.415717,0.000479,0.0,0.0
smooth_dynamics_world_model,peg_insertion,compliant_fixture_shift,unseen_geometry,10,0.45,0.109432,0.425627,0.10904,0.272518,0.005106,0.299133,0.003604,0.119985,0.001573,0.102025,0.002301,0.05432,0.002228,0.102717,0.0021,0.064937,0.002603,0.059367,0.001787,0.268984,0.00357,0.085451,0.002542,0.083798,0.003239,0.145519,0.002121,0.400924,0.000453,0.0,0.0
smooth_dynamics_world_model,peg_insertion,compliant_fixture_shift,unseen_friction,10,0.35,0.113683,0.325184,0.110005,0.265502,0.003445,0.298782,0.003139,0.118399,0.001053,0.095339,0.00209,0.055342,0.002901,0.093824,0.001629,0.103522,0.002557,0.061714,0.003427,0.259749,0.005834,0.087931,0.002888,0.088492,0.001999,0.148713,0.002091,0.39162,0.00083,0.0,0.0
smooth_dynamics_world_model,peg_insertion,compliant_fixture_shift,unseen_compliance,10,0.55,0.138165,0.519264,0.138244,0.262249,0.004623,0.311223,0.003187,0.124779,0.002469,0.09977,0.002838,0.059651,0.00236,0.103698,0.002099,0.077513,0.002706,0.064295,0.002249,0.25298,0.006329,0.091154,0.002652,0.095843,0.002034,0.152496,0.002012,0.38686,0.00042,0.0,0.0
smooth_dynamics_world_model,peg_insertion,compliant_fixture_shift,actuator_latency,10,0.45,0.129298,0.420176,0.12954,0.260817,0.004683,0.304824,0.00152,0.125405,0.002615,0.097093,0.002777,0.063025,0.001493,0.096453,0.003061,0.079682,0.001742,0.072759,0.002158,0.260424,0.006874,0.092301,0.00211,0.091342,0.002573,0.150245,0.001446,0.387352,0.00052,0.0,0.0
smooth_dynamics_world_model,peg_insertion,compliant_fixture_shift,sensor_dropout,10,0.483333,0.09045,0.448709,0.090539,0.238783,0.003425,0.30579,0.003374,0.12835,0.002098,0.102007,0.001524,0.06071,0.002301,0.097393,0.002816,0.082759,0.00273,0.077183,0.00331,0.231167,0.006234,0.092335,0.002712,0.095454,0.001486,0.150773,0.002324,0.384004,0.000493,0.0,0.0
smooth_dynamics_world_model,peg_insertion,compliant_fixture_shift,heldout_mixed_non_smooth_stress,10,0.55,0.129298,0.506556,0.128977,0.248617,0.005094,0.325078,0.002804,0.141439,0.002265,0.116614,0.002359,0.068468,0.001884,0.111733,0.00181,0.110303,0.002755,0.077993,0.002903,0.233316,0.008575,0.100901,0.003409,0.109079,0.002884,0.15776,0.001416,0.364931,0.000809,0.0,0.0
smooth_dynamics_world_model,peg_insertion,friction_cone_inversion,nominal,10,0.516667,0.141556,0.516548,0.141548,0.300802,0.003751,0.259786,0.003742,0.08718,0.002542,0.065249,0.002329,0.041821,0.002257,0.065024,0.001196,0.049701,0.003653,0.047744,0.002755,0.311645,0.007741,0.066332,0.002767,0.049501,0.002767,0.133598,0.001256,0.443947,0.000472,0.0,0.0
smooth_dynamics_world_model,peg_insertion,friction_cone_inversion,seen_contact_shift,10,0.583333,0.121741,0.568952,0.121855,0.27806,0.005109,0.272828,0.002602,0.106903,0.002915,0.081857,0.002052,0.050541,0.001972,0.075149,0.002295,0.070981,0.002731,0.054235,0.002118,0.277929,0.004147,0.078144,0.002324,0.071878,0.003812,0.141861,0.002088,0.415501,0.000547,0.0,0.0
